term,gene
AbSC_DEG_Bala_2023,Ubald2
AbSC_DEG_Bala_2023,Mapre1
AbSC_DEG_Bala_2023,Naxd
AbSC_DEG_Bala_2023,Psmd8
AbSC_DEG_Bala_2023,Atrx
AbSC_DEG_Bala_2023,Denr
AbSC_DEG_Bala_2023,Acin1
AbSC_DEG_Bala_2023,Cbx3
AbSC_DEG_Bala_2023,Mob4
AbSC_DEG_Bala_2023,Lap3
AbSC_DEG_Bala_2023,Cebpz
AbSC_DEG_Bala_2023,Itgb1
AbSC_DEG_Bala_2023,Ewsr1
AbSC_DEG_Bala_2023,Actl6a
AbSC_DEG_Bala_2023,Defa30
AbSC_DEG_Bala_2023,Glmp
AbSC_DEG_Bala_2023,Defa24
AbSC_DEG_Bala_2023,Slc38a2
AbSC_DEG_Bala_2023,Sh3bgrl2
AbSC_DEG_Bala_2023,Irf8
AbSC_DEG_Bala_2023,Ddx5
AbSC_DEG_Bala_2023,Nop14
AbSC_DEG_Bala_2023,Trib1
AbSC_DEG_Bala_2023,Srp14
AbSC_DEG_Bala_2023,Junb
AbSC_DEG_Bala_2023,Ttc3
AbSC_DEG_Bala_2023,Dhx9
AbSC_DEG_Bala_2023,Sqstm1
AbSC_DEG_Bala_2023,Rrp1
AbSC_DEG_Bala_2023,Taf10
AbSC_DEG_Bala_2023,Rbbp7
AbSC_DEG_Bala_2023,Eif3a
AbSC_DEG_Bala_2023,Paip2
AbSC_DEG_Bala_2023,Zg16
AbSC_DEG_Bala_2023,Kras
AbSC_DEG_Bala_2023,Rsrc2
AbSC_DEG_Bala_2023,Trim28
AbSC_DEG_Bala_2023,Vcp
AbSC_DEG_Bala_2023,Cct3
AbSC_DEG_Bala_2023,Luc7l3
AbSC_DEG_Bala_2023,Sf3b2
AbSC_DEG_Bala_2023,Hspa8
AbSC_DEG_Bala_2023,Ubap2l
AbSC_DEG_Bala_2023,Tcea1
AbSC_DEG_Bala_2023,Gm10076
AbSC_DEG_Bala_2023,Prrc2c
AbSC_DEG_Bala_2023,Anapc16
Stem_Haber_2017,Lgr5
Stem_Haber_2017,Gkn3
Stem_Haber_2017,Ascl2
Stem_Haber_2017,Olfm4
Stem_Haber_2017,Rgmb
Stem_Haber_2017,Igfbp4
Stem_Haber_2017,2210407C18Rik
Stem_Haber_2017,Jun
Stem_Haber_2017,Pdgfa
Stem_Haber_2017,Soat1
Stem_Haber_2017,Tnfrsf19
Stem_Haber_2017,Cyp2e1
Stem_Haber_2017,Fstl1
Stem_Haber_2017,H2-Eb1
Stem_Haber_2017,Ifitm3
Stem_Haber_2017,Prelp
Stem_Haber_2017,Scn2b
Stem_Haber_2017,A930009A15Rik
Stem_Haber_2017,H2-Ab1
Stem_Haber_2017,Slc1a2
Stem_Haber_2017,Cd74
Stem_Haber_2017,Sp5
Stem_Haber_2017,Noxa1
Stem_Haber_2017,Rgcc
Stem_Haber_2017,Sorbs2
Stem_Haber_2017,Sectm1b
Stem_Haber_2017,H2-Aa
Stem_Haber_2017,Cdo1
Stem_Haber_2017,Slc14a1
Stem_Haber_2017,Clca2
Stem_Haber_2017,Tifa
Stem_Haber_2017,Pls3
Stem_Haber_2017,Hmgcs2
Stem_Haber_2017,Arid5b
Stem_Haber_2017,Agr3
Stem_Haber_2017,Slc12a2
Stem_Haber_2017,Rassf5
Stem_Haber_2017,Rnf43
Stem_Haber_2017,Nrn1
Stem_Haber_2017,Lamb3
Stem_Haber_2017,Cd44
Stem_Haber_2017,Axin2
Stem_Haber_2017,Slc27a2
Stem_Haber_2017,Afap1l1
Stem_Haber_2017,Ccdc3
Stem_Haber_2017,Lrig1
Stem_Haber_2017,Noxo1
Stem_Haber_2017,Cdk6
Stem_Haber_2017,Amica1
Stem_Haber_2017,Tgif1
Stem_Haber_2017,Tns3
Stem_Haber_2017,Nr2e3
Stem_Haber_2017,Efna4
Stem_Haber_2017,Rnf32
Stem_Haber_2017,Prss23
Stem_Haber_2017,2010009K17Rik
Stem_Haber_2017,Smoc2
Stem_Haber_2017,Mecom
Stem_Haber_2017,Esrrg
Stem_Haber_2017,Aqp1
Stem_Haber_2017,Znrf3
Stem_Haber_2017,Grb7
Stem_Haber_2017,Phgdh
Stem_Haber_2017,2410004N09Rik
Stem_Haber_2017,Clca4
Stem_Haber_2017,Aqp4
Stem_Haber_2017,Lcp1
Stem_Haber_2017,E030011O05Rik
Stem_Haber_2017,Snhg1
Stem_Haber_2017,BC064078
Stem_Haber_2017,Car12
Stem_Haber_2017,Zbtb38
Stem_Haber_2017,Cdca7
Stem_Haber_2017,Fam13a
Stem_Haber_2017,Shisa2
Stem_Haber_2017,Dtx4
Stem_Haber_2017,Slc19a2
Stem_Haber_2017,Fam115c
Stem_Haber_2017,Mir703
Stem_Haber_2017,Cd14
Stem_Haber_2017,Mettl20
Stem_Haber_2017,Myo9a
Stem_Haber_2017,App
Stem_Haber_2017,Clic6
Stem_Haber_2017,Wee1
Stem_Haber_2017,2410006H16Rik
Stem_Haber_2017,Lancl1
Stem_Haber_2017,1500012F01Rik
Stem_Haber_2017,Casp12
Stem_Haber_2017,Sh3rf1
Stem_Haber_2017,Lrp4
Stem_Haber_2017,Arhgef26
Stem_Haber_2017,Etv6
Stem_Haber_2017,1700024F13Rik
Stem_Haber_2017,Cttnbp2
Stem_Haber_2017,Slc16a13
Stem_Haber_2017,Htr4
Stem_Haber_2017,Pdxk
Stem_Haber_2017,Immp2l
Stem_Haber_2017,Rps15a-ps6
Stem_Haber_2017,Rps15a-ps4
Stem_Haber_2017,Nap1l1
Stem_Haber_2017,Sdc4
Stem_Haber_2017,Epn3
Stem_Haber_2017,Sipa1l1
Stem_Haber_2017,Wfdc15b
Stem_Haber_2017,Zfp341
Stem_Haber_2017,Ngef
Stem_Haber_2017,Nrg4
Stem_Haber_2017,Csad
Stem_Haber_2017,Rpl34-ps1
Stem_Haber_2017,Rin2
Stem_Haber_2017,Cd81
Stem_Haber_2017,Irf2bp2
Stem_Haber_2017,Sesn3
Stem_Haber_2017,Phlpp1
Stem_Haber_2017,Yap1
Stem_Haber_2017,Mfge8
Stem_Haber_2017,Zfp825
Stem_Haber_2017,Itga1
Stem_Haber_2017,Pcdh8
Stem_Haber_2017,Vdr
Stem_Haber_2017,Kcnq1
Stem_Haber_2017,Slc28a2
Stem_Haber_2017,Zfp36l1
Stem_Haber_2017,Urod
Stem_Haber_2017,Rgs12
Stem_Haber_2017,Nfib
Stem_Haber_2017,Sdsl
Stem_Haber_2017,Nfia
Enterocyte_Haber_2017,Apoa4
Enterocyte_Haber_2017,Fabp1
Enterocyte_Haber_2017,Apoc2
Enterocyte_Haber_2017,Rbp2
Enterocyte_Haber_2017,Apoc3
Enterocyte_Haber_2017,Leap2
Enterocyte_Haber_2017,Cyp2b10
Enterocyte_Haber_2017,Cyp3a11
Enterocyte_Haber_2017,Lct
Enterocyte_Haber_2017,Gsta1
Enterocyte_Haber_2017,Gstm1
Enterocyte_Haber_2017,Gstm3
Enterocyte_Haber_2017,Ephx2
Enterocyte_Haber_2017,Ms4a10
Enterocyte_Haber_2017,Fam213a
Enterocyte_Haber_2017,Cbr1
Enterocyte_Haber_2017,Adh6a
Enterocyte_Haber_2017,Cyb5r3
Enterocyte_Haber_2017,Dhrs1
Enterocyte_Haber_2017,Ifi27l2b
Enterocyte_Haber_2017,Cyb5a
Enterocyte_Haber_2017,Cyp3a25
Enterocyte_Haber_2017,Gda
Enterocyte_Haber_2017,Ckb
Enterocyte_Haber_2017,Prap1
Enterocyte_Haber_2017,Cgref1
Enterocyte_Haber_2017,Dnase1
Enterocyte_Haber_2017,Aldh1a1
Enterocyte_Haber_2017,Khk
Enterocyte_Haber_2017,Lpgat1
Enterocyte_Haber_2017,Treh
Enterocyte_Haber_2017,Reg3a
Enterocyte_Haber_2017,Acsl5
Enterocyte_Haber_2017,Ace
Enterocyte_Haber_2017,Aldob
Enterocyte_Haber_2017,H2-Q2
Enterocyte_Haber_2017,Rdh7
Enterocyte_Haber_2017,Ckmt1
Enterocyte_Haber_2017,Cyp3a13
Enterocyte_Haber_2017,P4hb
Enterocyte_Haber_2017,Mdh1
Enterocyte_Haber_2017,Ppap2a
Enterocyte_Haber_2017,Slc2a2
Enterocyte_Haber_2017,Cox7a1
Enterocyte_Haber_2017,Sec14l2
Enterocyte_Haber_2017,Gsta4
Enterocyte_Haber_2017,Mme
Enterocyte_Haber_2017,Retsat
Enterocyte_Haber_2017,Mttp
Enterocyte_Haber_2017,Creb3l3
Enterocyte_Haber_2017,Slc5a1
Enterocyte_Haber_2017,Sult1b1
Enterocyte_Haber_2017,Hsd17b6
Enterocyte_Haber_2017,Scp2
Enterocyte_Haber_2017,Cyb5b
Enterocyte_Haber_2017,Cyp2c65
Enterocyte_Haber_2017,Gpx4
Enterocyte_Haber_2017,Xdh
Enterocyte_Haber_2017,Cyp2d26
Enterocyte_Haber_2017,Ugdh
Enterocyte_Haber_2017,Gstm6
Enterocyte_Haber_2017,Ndufa1
Enterocyte_Haber_2017,Gpd1
Enterocyte_Haber_2017,Cyp2c66
Enterocyte_Haber_2017,Slc43a2
Enterocyte_Haber_2017,Cda
Enterocyte_Haber_2017,Slc35c2
Enterocyte_Haber_2017,Atp1a1
Enterocyte_Haber_2017,Papss2
Enterocyte_Haber_2017,Cat
Enterocyte_Haber_2017,Aprt
Enterocyte_Haber_2017,Hsd17b4
Enterocyte_Haber_2017,Smim24
Enterocyte_Haber_2017,Cyp2j6
Enterocyte_Haber_2017,Slc5a4b
Enterocyte_Haber_2017,Atp1b1
Enterocyte_Haber_2017,Mical1
Enterocyte_Haber_2017,Sar1b
Enterocyte_Haber_2017,Sectm1b
Enterocyte_Haber_2017,Fbln1
Enterocyte_Haber_2017,2010003K11Rik
Enterocyte_Haber_2017,Tm4sf5
Enterocyte_Haber_2017,Sgpl1
Enterocyte_Haber_2017,Tmem120a
Enterocyte_Haber_2017,Fbp2
Enterocyte_Haber_2017,Akr1b7
Enterocyte_Haber_2017,Eci3
Enterocyte_Haber_2017,Il18
Enterocyte_Haber_2017,Slc46a1
Enterocyte_Haber_2017,Acbd4
Enterocyte_Haber_2017,Prdx5
Enterocyte_Haber_2017,Plac8
Enterocyte_Haber_2017,Tmem37
Enterocyte_Haber_2017,Rmdn3
Enterocyte_Haber_2017,Cml5
Enterocyte_Haber_2017,Glod5
Enterocyte_Haber_2017,Hadh
Enterocyte_Haber_2017,Maoa
Enterocyte_Haber_2017,Cyp2c68
Enterocyte_Haber_2017,Gstk1
Enterocyte_Haber_2017,Fth1
Enterocyte_Haber_2017,Exoc3l4
Enterocyte_Haber_2017,Cdr2
Enterocyte_Haber_2017,Slc3a2
Enterocyte_Haber_2017,Surf4
Enterocyte_Haber_2017,Acox1
Enterocyte_Haber_2017,Fmo5
Enterocyte_Haber_2017,Slc25a45
Enterocyte_Haber_2017,Rhoc
Enterocyte_Haber_2017,Asah2
Enterocyte_Haber_2017,Bst1
Enterocyte_Haber_2017,Adipor2
Enterocyte_Haber_2017,Fabp2
Enterocyte_Haber_2017,Naprt
Enterocyte_Haber_2017,Reg1
Enterocyte_Haber_2017,Slc7a8
Enterocyte_Haber_2017,Slc5a11
Enterocyte_Haber_2017,Abcg8
Enterocyte_Haber_2017,2-Mar
Enterocyte_Haber_2017,Slc25a15
Enterocyte_Haber_2017,Mogat2
Enterocyte_Haber_2017,Tm6sf2
Enterocyte_Haber_2017,Ogdh
Enterocyte_Haber_2017,Abcd3
Enterocyte_Haber_2017,Acaa1b
Enterocyte_Haber_2017,Ggt1
Enterocyte_Haber_2017,Nat8
Enterocyte_Haber_2017,Tfg
Enterocyte_Haber_2017,Gde1
Enterocyte_Haber_2017,Rab3gap2
Enterocyte_Haber_2017,Slc2a5
Enterocyte_Haber_2017,Ube4b
Enterocyte_Haber_2017,H2-Q1
Enterocyte_Haber_2017,Pbld2
Enterocyte_Haber_2017,Fam234a
Enterocyte_Haber_2017,Aamdc
Enterocyte_Haber_2017,Ifi35
Enterocyte_Haber_2017,Usmg5
Enterocyte_Haber_2017,Smlr1
Enterocyte_Haber_2017,Guca2b
Enterocyte_Haber_2017,Ak3
Enterocyte_Haber_2017,1810058I24Rik
Enterocyte_Haber_2017,Soat2
Enterocyte_Haber_2017,Epb41l3
Enterocyte_Haber_2017,Spink1
Enterocyte_Haber_2017,Dgat1
Enterocyte_Haber_2017,Crat
Enterocyte_Haber_2017,Mgst2
Enterocyte_Haber_2017,Reep6
Enterocyte_Haber_2017,Alpi
Enterocyte_Haber_2017,Abhd17a
Enterocyte_Haber_2017,Pck1
Enterocyte_Haber_2017,Cd302
Enterocyte_Haber_2017,Cmbl
Enterocyte_Haber_2017,Phyh
Enterocyte_Haber_2017,Dbi
Enterocyte_Haber_2017,Vwa1
Enterocyte_Haber_2017,Ptgr1
Enterocyte_Haber_2017,Abcc2
Enterocyte_Haber_2017,Trappc2l
Enterocyte_Haber_2017,Tmem86b
Enterocyte_Haber_2017,Galm
Enterocyte_Haber_2017,Acy1
Enterocyte_Haber_2017,Casp7
Enterocyte_Haber_2017,Arf5
Enterocyte_Haber_2017,1700019G17Rik
Enterocyte_Haber_2017,Nr1i3
Enterocyte_Haber_2017,Cyp4v3
Enterocyte_Haber_2017,Mgam
Enterocyte_Haber_2017,Slc27a4
Enterocyte_Haber_2017,Tpi1
Enterocyte_Haber_2017,Gpt
Enterocyte_Haber_2017,Fbp1
Enterocyte_Haber_2017,Atp5k
Enterocyte_Haber_2017,Abcg5
Enterocyte_Haber_2017,Cideb
Enterocyte_Haber_2017,Dgat2
Enterocyte_Haber_2017,Tmem167
Enterocyte_Haber_2017,Pi4k2b
Enterocyte_Haber_2017,Cs
Enterocyte_Haber_2017,4931406C07Rik
Enterocyte_Haber_2017,Sod1
Enterocyte_Haber_2017,Atox1
Enterocyte_Haber_2017,Slc37a4
Enterocyte_Haber_2017,Faah
Enterocyte_Haber_2017,Clic5
Enterocyte_Haber_2017,Cox6c
Enterocyte_Haber_2017,Glrx
Enterocyte_Haber_2017,Dlst
Enterocyte_Haber_2017,Apoa1
Enterocyte_Haber_2017,Sco2
Enterocyte_Haber_2017,Tmem160
Enterocyte_Haber_2017,Eno1
Enterocyte_Haber_2017,Mcur1
Enterocyte_Haber_2017,Pdcd6
Enterocyte_Haber_2017,Acaa1a
Enterocyte_Haber_2017,Ndufa6
Enterocyte_Haber_2017,Mdh2
Enterocyte_Haber_2017,Tmed4
Enterocyte_Haber_2017,Sec24d
Enterocyte_Haber_2017,Aco1
Enterocyte_Haber_2017,Acadl
Enterocyte_Haber_2017,Creb3
Enterocyte_Haber_2017,Msra
Enterocyte_Haber_2017,Fam3c
Enterocyte_Haber_2017,Gstm2
Enterocyte_Haber_2017,Slc16a10
Enterocyte_Haber_2017,Cmtm6
Enterocyte_Haber_2017,Bco2
Enterocyte_Haber_2017,Chchd7
Enterocyte_Haber_2017,Tmem19
Enterocyte_Haber_2017,Clec2e
Enterocyte_Haber_2017,Lap3
Enterocyte_Haber_2017,Atp5e
Enterocyte_Haber_2017,Got1
Enterocyte_Haber_2017,Igsf23
Enterocyte_Haber_2017,Entpd5
Enterocyte_Haber_2017,Cml1
Enterocyte_Haber_2017,Gclm
Enterocyte_Haber_2017,Tmem139
Enterocyte_Haber_2017,AU040320
Enterocyte_Haber_2017,Sfxn1
Enterocyte_Haber_2017,Ndufa3
Enterocyte_Haber_2017,Pink1
Enterocyte_Haber_2017,Ensa
Enterocyte_Haber_2017,Erich4
Enterocyte_Haber_2017,Por
Enterocyte_Haber_2017,Ehd1
Enterocyte_Haber_2017,Slc31a1
Enterocyte_Haber_2017,Idnk
Enterocyte_Haber_2017,Plin3
Enterocyte_Haber_2017,Slc7a7
Enterocyte_Haber_2017,Ano6
Enterocyte_Haber_2017,Cox17
Enterocyte_Haber_2017,Sesn1
Enterocyte_Haber_2017,Psmb8
Enterocyte_Haber_2017,Gucy2c
Enterocyte_Haber_2017,Sec23a
Enterocyte_Haber_2017,Dgcr6
Enterocyte_Haber_2017,Glud1
Enterocyte_Haber_2017,Fbxo25
Enterocyte_Haber_2017,Pgrmc1
Enterocyte_Haber_2017,Acy3
Enterocyte_Haber_2017,Serf2
Enterocyte_Haber_2017,Sec31a
Enterocyte_Haber_2017,Pla2g12b
Enterocyte_Haber_2017,Slc25a5
Enterocyte_Haber_2017,Hsd17b11
Enterocyte_Haber_2017,Gpd2
Enterocyte_Haber_2017,Synj2bp
Enterocyte_Haber_2017,Calml4
Enterocyte_Haber_2017,Cyp2c55
Enterocyte_Haber_2017,Cers2
Enterocyte_Haber_2017,Gsdmd
Enterocyte_Haber_2017,Ces2e
Enterocyte_Haber_2017,Hkdc1
Enterocyte_Haber_2017,H2-T3
Enterocyte_Haber_2017,Sucla2
Enterocyte_Haber_2017,Fuom
Enterocyte_Haber_2017,Agmo
Enterocyte_Haber_2017,Tor1aip2
Enterocyte_Haber_2017,Hagh
Enterocyte_Haber_2017,Atpif1
Enterocyte_Haber_2017,Tmem253
Enterocyte_Haber_2017,Apeh
Enterocyte_Haber_2017,Rnpepl1
Enterocyte_Haber_2017,Ces2a
Enterocyte_Haber_2017,Chp2
Enterocyte_Haber_2017,Sis
Enterocyte_Haber_2017,Slc26a6
Enterocyte_Haber_2017,Muc13
Enterocyte_Haber_2017,Pet100
Enterocyte_Haber_2017,Ift20
Enterocyte_Haber_2017,Bloc1s1
Enterocyte_Haber_2017,Zzef1
Enterocyte_Haber_2017,Tmem41a
Enterocyte_Haber_2017,Rab5c
Enterocyte_Haber_2017,Ndufb3
Enterocyte_Haber_2017,Agpat3
Enterocyte_Haber_2017,Dio1
Enterocyte_Haber_2017,Slc25a10
Enterocyte_Haber_2017,Rab8a
Enterocyte_Haber_2017,Aqp11
Enterocyte_Haber_2017,Fam109a
Enterocyte_Haber_2017,Vat1
Enterocyte_Haber_2017,Pex16
Enterocyte_Haber_2017,Tmem219
Enterocyte_Haber_2017,Clcn2
Enterocyte_Haber_2017,Ugt2a3
Enterocyte_Haber_2017,Stx12
Enterocyte_Haber_2017,Ndufa5
Enterocyte_Haber_2017,Tango2
Enterocyte_Haber_2017,Atp5j2
Enterocyte_Haber_2017,Fam132a
Enterocyte_Haber_2017,Akr1a1
Enterocyte_Haber_2017,Slc25a3
Enterocyte_Haber_2017,Cryl1
Enterocyte_Haber_2017,Epn1
Enterocyte_Haber_2017,Tkfc
Enterocyte_Haber_2017,Decr1
Enterocyte_Haber_2017,Dcxr
Enterocyte_Haber_2017,Gucd1
Enterocyte_Haber_2017,Apob
Enterocyte_Haber_2017,Acaa2
Enterocyte_Haber_2017,Nr1h3
Enterocyte_Haber_2017,Bet1
Enterocyte_Haber_2017,Uap1l1
Enterocyte_Haber_2017,Adtrp
Enterocyte_Haber_2017,Iqgap2
Enterocyte_Haber_2017,Golga4
Enterocyte_Haber_2017,Eif1ad
Enterocyte_Haber_2017,Gpi1
Enterocyte_Haber_2017,Neurl3
Enterocyte_Haber_2017,Tmem86a
Enterocyte_Haber_2017,Ier3ip1
Enterocyte_Haber_2017,Ndufa11
Enterocyte_Haber_2017,Tma7
Enterocyte_Haber_2017,2010107E04Rik
Enterocyte_Haber_2017,Txndc17
Enterocyte_Haber_2017,S100g
Enterocyte_Haber_2017,Epb41l4b
Enterocyte_Haber_2017,Pklr
Enterocyte_Haber_2017,Ebpl
Enterocyte_Haber_2017,Ndfip2
Enterocyte_Haber_2017,Pcyt2
Enterocyte_Haber_2017,Ndufb4
Enterocyte_Haber_2017,Net1
Enterocyte_Haber_2017,Cox7a2
Enterocyte_Haber_2017,Chmp4c
Enterocyte_Haber_2017,Flnb
Enterocyte_Haber_2017,Ppcs
Enterocyte_Haber_2017,Mcu
Enterocyte_Haber_2017,Sdf4
Enterocyte_Haber_2017,Cfb
Enterocyte_Haber_2017,Tor1a
Enterocyte_Haber_2017,B2m
Enterocyte_Haber_2017,Cdipt
Enterocyte_Haber_2017,Ppm1a
Enterocyte_Haber_2017,Rab1b
Enterocyte_Haber_2017,Rnf167
Enterocyte_Haber_2017,Smap1
Enterocyte_Haber_2017,Lamp2
Enterocyte_Haber_2017,Klc4
Enterocyte_Haber_2017,Pls1
Enterocyte_Haber_2017,Cenpb
Enterocyte_Haber_2017,Stxbp2
Enterocyte_Haber_2017,Arg2
Enterocyte_Haber_2017,Cnih4
Enterocyte_Haber_2017,Prdx1
Enterocyte_Haber_2017,Chka
Enterocyte_Haber_2017,Psme2b
Enterocyte_Haber_2017,2010106E10Rik
Enterocyte_Haber_2017,Ilvbl
Enterocyte_Haber_2017,Txnrd1
Enterocyte_Haber_2017,Sec24c
Enterocyte_Haber_2017,Atg4d
Enterocyte_Haber_2017,BC005537
Enterocyte_Haber_2017,Vipr1
Enterocyte_Haber_2017,Dcaf11
Enterocyte_Haber_2017,Larp1b
Enterocyte_Haber_2017,Ergic2
Enterocyte_Haber_2017,Cycs
Enterocyte_Haber_2017,Gchfr
Enterocyte_Haber_2017,Pitpna
Enterocyte_Haber_2017,Slc7a15
Enterocyte_Haber_2017,Mpnd
Enterocyte_Haber_2017,Bad
Enterocyte_Haber_2017,Ugt2b34
Enterocyte_Haber_2017,Nmi
Enterocyte_Haber_2017,Pnp2
Enterocyte_Haber_2017,Sphk2
Enterocyte_Haber_2017,Ptprf
Enterocyte_Haber_2017,Myo7b
Enterocyte_Haber_2017,Yif1a
Enterocyte_Haber_2017,Gm5549
Enterocyte_Haber_2017,Smdt1
Enterocyte_Haber_2017,Ndufa2
Enterocyte_Haber_2017,Cox7b
Enterocyte_Haber_2017,Stk25
Enterocyte_Haber_2017,Ucp2
Enterocyte_Haber_2017,Eapp
Enterocyte_Haber_2017,Tgoln1
Enterocyte_Haber_2017,Pomp
Enterocyte_Haber_2017,Tnfaip1
Enterocyte_Haber_2017,Sephs2
Enterocyte_Haber_2017,Sbds
Enterocyte_Haber_2017,Abr
Enterocyte_Haber_2017,Hadha
Enterocyte_Haber_2017,Pepd
Enterocyte_Haber_2017,Amdhd2
Enterocyte_Haber_2017,Lasp1
Enterocyte_Haber_2017,Slc25a11
Enterocyte_Haber_2017,Ptprh
Enterocyte_Haber_2017,Cox6a1
Enterocyte_Haber_2017,Coa7
Enterocyte_Haber_2017,Slc22a18
Enterocyte_Haber_2017,Casz1
Enterocyte_Haber_2017,Synpo
Enterocyte_Haber_2017,Sft2d2
Enterocyte_Haber_2017,Ankrd13a
Enterocyte_Haber_2017,Ubqln1
Enterocyte_Haber_2017,Cyp4f13
Enterocyte_Haber_2017,Fahd1
Enterocyte_Haber_2017,Vmp1
Enterocyte_Haber_2017,Slc35g1
Enterocyte_Haber_2017,Ift172
Enterocyte_Haber_2017,Tmem106a
Enterocyte_Haber_2017,Pnp
Enterocyte_Haber_2017,Lypla1
Enterocyte_Haber_2017,Arhgdia
Enterocyte_Haber_2017,Mvb12a
Enterocyte_Haber_2017,Gtf2b
Enterocyte_Haber_2017,Map2k2
Enterocyte_Haber_2017,Cox4i1
Enterocyte_Haber_2017,Cblc
Enterocyte_Haber_2017,Plekhb2
Enterocyte_Haber_2017,Ctsa
Enterocyte_Haber_2017,Tubal3
Enterocyte_Haber_2017,Slc25a1
Enterocyte_Haber_2017,Pttg1ip
Enterocyte_Haber_2017,Esrra
Enterocyte_Haber_2017,Vamp8
Enterocyte_Haber_2017,Insl6
Enterocyte_Haber_2017,Smpd2
Enterocyte_Haber_2017,Ap2a2
Enterocyte_Haber_2017,Ndufb7
Enterocyte_Haber_2017,Aco2
Enterocyte_Haber_2017,Htatip2
Enterocyte_Haber_2017,Ubxn6
Enterocyte_Haber_2017,Metrnl
Enterocyte_Haber_2017,Pafah1b1
Enterocyte_Haber_2017,Aldh1l1
Enterocyte_Haber_2017,BC030870
Enterocyte_Haber_2017,Sec22b
Enterocyte_Haber_2017,Letm1
Enterocyte_Haber_2017,Trim31
Enterocyte_Haber_2017,Cst6
Enterocyte_Haber_2017,Idh1
Enterocyte_Haber_2017,Hook2
Enterocyte_Haber_2017,Cyp4f16
Enterocyte_Haber_2017,Fuca2
Enterocyte_Haber_2017,Pfkp
Enterocyte_Haber_2017,H2-T23
Enterocyte_Haber_2017,Cyp4b1
Enterocyte_Haber_2017,Tnfrsf1a
Enterocyte_Haber_2017,Ctnnbip1
Enterocyte_Haber_2017,Reep3
Enterocyte_Haber_2017,Vamp3
Enterocyte_Haber_2017,Ces1f
Enterocyte_Haber_2017,Slc6a20a
Enterocyte_Haber_2017,Ptgr2
Enterocyte_Haber_2017,Deb1
Enterocyte_Haber_2017,Cib1
Enterocyte_Haber_2017,Tmem8
Enterocyte_Haber_2017,Cyp4f14
Enterocyte_Haber_2017,Ndfip1
Enterocyte_Haber_2017,Derl1
Enterocyte_Haber_2017,Hmg20b
Enterocyte_Haber_2017,H2-K1
Enterocyte_Haber_2017,Edf1
Enterocyte_Haber_2017,Mrpl27
Enterocyte_Haber_2017,Tmem243
Enterocyte_Haber_2017,Sptbn1
Enterocyte_Haber_2017,Ube2m
Enterocyte_Haber_2017,Ube2j2
Enterocyte_Haber_2017,Mlx
Enterocyte_Haber_2017,Os9
Enterocyte_Haber_2017,Hadhb
Enterocyte_Haber_2017,Aldh16a1
Enterocyte_Haber_2017,Arhgef16
Enterocyte_Haber_2017,Chmp1a
Enterocyte_Haber_2017,Coro1c
Enterocyte_Haber_2017,Gng12
Enterocyte_Haber_2017,Iah1
Enterocyte_Haber_2017,Mkrn2os
Enterocyte_Haber_2017,Max
Enterocyte_Haber_2017,Ggnbp2
Enterocyte_Haber_2017,Tes
Enterocyte_Haber_2017,Vil1
Enterocyte_Haber_2017,Cript
Enterocyte_Haber_2017,Acot8
Enterocyte_Haber_2017,Dync1h1
Enterocyte_Haber_2017,Cpt2
Enterocyte_Haber_2017,Comtd1
Enterocyte_Haber_2017,Hmgcl
Enterocyte_Haber_2017,Slc27a2
Enterocyte_Haber_2017,Pdcl3
Enterocyte_Haber_2017,Slc35f5
Enterocyte_Haber_2017,Ech1
Enterocyte_Haber_2017,Pdzd11
Enterocyte_Haber_2017,Hpgd
Enterocyte_Haber_2017,Gsto1
Enterocyte_Haber_2017,Grina
Enterocyte_Haber_2017,Prkcd
Enterocyte_Haber_2017,Ube2a
Enterocyte_Haber_2017,Hint3
Enterocyte_Haber_2017,Ndufc1
Enterocyte_Haber_2017,4833439L19Rik
Enterocyte_Haber_2017,Chd3
Enterocyte_Haber_2017,Npc1l1
Enterocyte_Haber_2017,Pef1
Enterocyte_Haber_2017,5-Mar
Enterocyte_Haber_2017,Chmp2a
Enterocyte_Haber_2017,Acadm
Enterocyte_Haber_2017,Sra1
Enterocyte_Haber_2017,Psme2
Enterocyte_Haber_2017,Slc22a1
Enterocyte_Haber_2017,Ndufa13
Enterocyte_Haber_2017,Sepw1
Enterocyte_Haber_2017,Tcf25
Enterocyte_Haber_2017,Fcgrt
Enterocyte_Haber_2017,Eps8l3
Enterocyte_Haber_2017,2210407C18Rik
Enterocyte_Haber_2017,C77080
Enterocyte_Haber_2017,Neat1
Enterocyte_Haber_2017,Akr1c19
Enterocyte_Haber_2017,Lta4h
Enterocyte_Haber_2017,Txndc15
Enterocyte_Haber_2017,Slc6a8
Enterocyte_Haber_2017,Dstn
Enterocyte_Haber_2017,Eps8l2
Enterocyte_Haber_2017,Mpp1
Enterocyte_Haber_2017,Uqcrb
Enterocyte_Haber_2017,Gpr89
Enterocyte_Haber_2017,Ctsz
Enterocyte_Haber_2017,Rab24
Enterocyte_Haber_2017,Aldh9a1
Enterocyte_Haber_2017,Itm2b
Enterocyte_Haber_2017,Pdcd6ip
Enterocyte_Haber_2017,Sord
Enterocyte_Haber_2017,1700020I14Rik
Enterocyte_Haber_2017,Mcfd2
Enterocyte_Haber_2017,Thra
