sgRNA,Gene,Day3.bulk.no1,Day9.bulk.no1,Day9.CD11b.low.no1,Day9.CD11b.high.no1,Day3.bulk.no2,Day9.bulk.no2,Day9.CD11b.low.no2,Day9.CD11b.high.no2
sgRNA_3305,ANKHD1-EIF4EBP3,233.423742,329.5792489,155.8413787,452.4334421,171.9662089,444.1091062,275.7459342,348.0054002
sgRNA_3335,SMC4,111.6374418,118.6166862,212.5762585,121.2216185,83.13887963,155.4970876,180.8656128,46.92207643
sgRNA_3949,ALKBH1,206.5591169,318.4340569,298.0376597,366.5283582,208.2847721,341.6223894,337.0228085,469.2207643
sgRNA_2627,HNRNPD,124.7712585,226.0881804,218.3215628,414.2534048,147.8996911,275.653928,166.0405625,381.241871
sgRNA_4784,HNRNPA1,181.4854669,311.2692907,386.3717131,319.7578125,107.6429705,294.5020598,273.7692608,160.3170945
sgRNA_4449,SYNJ2,560.5751757,815.1911857,830.9146321,980.2724579,467.7655912,961.8437273,751.1358781,840.6872027
sgRNA_5417,TET2,263.870317,255.5433307,417.2527236,379.8913712,151.8378486,320.4182411,441.7864967,150.5416619
sgRNA_2783,ZC3HAV1,152.8298669,171.9543907,405.7621151,188.0366837,111.5811279,270.941895,364.6962356,130.9907967
sgRNA_2072,PPFIA4,144.4719835,220.5155844,199.6493239,215.7172108,107.2053974,192.015343,182.8422861,320.6341889
sgRNA_2612,MTA1,700.2712259,1264.979291,936.4845983,1180.717654,448.0748039,1222.772552,1111.878767,875.87876
sgRNA_1608,PABPC4,182.6794502,231.6607764,333.2276485,356.9833488,127.3337578,196.1383718,168.0172359,138.8111428
sgRNA_3761,CDYL,113.4284168,225.2920953,144.3507701,239.5797341,96.26607115,239.1356726,169.0055726,162.272181
sgRNA_321,PRPF3,469.8324423,697.3705847,516.3592225,974.5454523,325.1167767,554.8418807,426.9614465,1294.267275
sgRNA_4576,PARP12,227.4538253,331.1714192,493.3780054,347.4383395,196.4702998,386.9757066,338.0111451,175.9577866
sgRNA_2145,MKRN1,297.898842,607.4129636,756.9438394,750.2377331,233.226436,558.3759054,392.3696626,359.7359193
sgRNA_3193,ANKS3,373.7167838,352.6657181,282.956236,530.7025186,214.8483679,511.2555758,486.2616474,369.5113519
sgRNA_2603,PPARGC1B,216.1109836,373.3639318,263.565834,262.4877565,167.5904784,328.6642987,359.7545521,301.0833238
sgRNA_5510,ASZ1,273.4221837,414.7603592,437.3612886,365.5738572,216.5986601,353.4024718,397.3113461,209.1942574
sgRNA_4665,MED13,314.6146087,434.6624877,404.325789,527.8390158,196.4702998,354.58048,487.2499841,330.4096215
sgRNA_757,RBM12B,185.0674169,410.7799334,346.8727461,356.9833488,168.4656245,417.6039208,515.9117479,232.6552956
sgRNA_1556,MED29,257.3034087,352.6657181,471.8331143,388.4818796,124.7083194,304.5151298,270.8042508,260.0265069
sgRNA_1674,HNRNPA2B1,185.0674169,214.1469033,255.6660406,122.1761194,120.770162,178.4682482,294.5243312,72.33820116
sgRNA_2593,SHPRH,150.4419002,82.7928548,119.9332269,131.7211287,91.01519454,143.1280011,51.39350745,19.55086518
sgRNA_5335,SIRT3,355.8070338,731.6022458,603.2569498,554.5650419,222.7246828,601.9622102,715.5557576,613.8971666
sgRNA_2286,A1CF,248.3485337,571.5891322,477.5784186,600.3810867,185.0934004,507.7215511,619.6870994,387.1071305
sgRNA_447,CPSF7,634.6021425,861.364124,732.5262962,731.1477145,391.6278804,703.2709188,888.5146769,1151.545959
sgRNA_464,CHD1,236.4087003,254.7472455,215.4489107,499.2039878,134.7724996,315.117204,198.655673,160.3170945
sgRNA_803,RBM19,200.5892003,348.6852923,254.9478776,366.5283582,150.9627025,286.2560021,197.6673363,250.2510743
sgRNA_4111,PRDM12,427.4460339,478.4471705,428.0251692,650.9696361,235.4143013,547.7738312,753.1125515,412.5232553
sgRNA_5039,MBD4,405.3573422,522.2318534,468.2422991,461.9784514,253.3547964,560.7319219,639.4538331,502.4572351
sgRNA_233,IGF2BP3,211.9320419,316.8418866,477.5784186,328.3483209,143.9615337,276.8319362,445.7398435,162.272181
sgRNA_2742,ZMYND8,142.0840168,163.1974542,177.3862698,195.6726912,87.51461014,198.4943883,189.7606429,97.75432589
sgRNA_2426,SAMHD1,328.3454171,533.3770454,479.7329077,432.3889225,234.1015821,551.8968601,508.9933911,349.9604867
sgRNA_2894,SMARCC2,208.9470836,238.0294576,258.5386928,313.0763059,125.1458925,312.7611875,381.4979591,119.2602776
sgRNA_4197,NCBP2,119.3983335,201.409541,257.1023667,206.1722015,133.0222074,276.8319362,163.0755525,39.10173036
sgRNA_2361,SMARCD3,302.0777837,509.4944911,359.7996808,458.1604477,181.592816,409.9468672,403.2413661,424.2537744
sgRNA_3666,CPEB2,296.7048587,347.0931221,276.4927687,370.3463619,236.7270204,443.5201021,594.9786824,453.5800721
sgRNA_4562,SUV420H2,205.9621253,271.4650335,216.1670737,309.2583022,126.8961847,324.5412699,157.1455324,213.1044304
sgRNA_842,EHMT1,245.960567,454.5646163,354.0543765,577.4730643,194.7200076,413.480892,366.6729089,279.5773721
sgRNA_2138,ZCCHC14,427.4460339,804.0459938,530.0043202,743.5562266,364.4983512,902.3543112,707.6490641,1053.791633
sgRNA_3934,CBX4,272.825192,421.9251254,262.847671,379.8913712,173.2789281,329.842307,299.4660146,93.84415286
sgRNA_4778,HNRNPA3,218.4989503,191.0604342,322.4552029,244.3522388,117.2695776,209.6854666,250.0491805,123.1704506
sgRNA_2542,SMARCA2,486.548209,610.5973042,662.8644818,746.4197294,296.2369553,716.8180136,856.8879031,547.424225
sgRNA_2485,EIF4B,207.7531003,376.5482723,405.7621151,454.342444,195.1575806,341.0333853,536.6668182,185.7332192
sgRNA_255,NCOA2,214.9170003,240.417713,357.6451917,293.9862873,155.338433,244.4367096,241.1541503,130.9907967
sgRNA_633,MSI1,254.3184503,345.5009518,290.8560294,377.0278684,133.0222074,330.4313111,327.1394417,220.9247765
sgRNA_5544,ASH1L,202.3801753,301.7162689,370.5721263,442.8884328,147.4621181,354.58048,275.7459342,238.5205552
sgRNA_5283,SRRM2,366.5528838,478.4471705,728.217318,749.2832322,276.9837411,618.4543256,538.6434915,334.3197946
sgRNA_2730,PRMT2,345.0611838,497.553214,405.7621151,549.7925372,172.403782,409.9468672,492.1916675,396.8825631
sgRNA_4736,PPFIA4,349.2401254,585.9186648,394.9896695,372.2553638,201.7211764,452.3551639,530.7367981,263.9366799
sgRNA_613,L3MBTL1,325.9574504,557.2595996,346.1545831,480.1139692,223.1622559,440.5750815,422.0197631,742.9328768
sgRNA_4196,PPFIBP1,152.2328752,186.2839233,211.1399324,205.2177005,97.57879031,169.6331864,196.6789997,130.9907967
sgRNA_4741,SNRPA,324.7634671,559.6478551,482.6055599,437.1614272,213.5356487,551.307856,536.6668182,719.4718386
sgRNA_3022,LENG9,130.7411752,273.0572038,239.1482908,311.1673041,144.8366798,347.5124306,218.4224067,478.9961969
sgRNA_3732,PHF21A,143.2780002,226.0881804,226.9395192,118.3581157,119.0198698,223.2325613,248.0725071,58.65259554
sgRNA_80,BAZ1B,373.1197921,601.8403676,468.2422991,590.8360773,314.1774504,645.5485151,996.2433752,926.7110095
sgRNA_1323,NonTargetingControlGuideForHuman_0814,383.8656422,543.7261522,751.1985351,475.3414645,240.6651779,493.5854522,391.381326,297.1731507
sgRNA_1707,P4HTM,217.9019586,236.4372873,460.3425058,308.3038013,142.2112415,336.3213523,383.4746325,217.0146035
sgRNA_3434,SAMD9L,239.9906503,365.4030803,275.0564426,388.4818796,135.2100727,412.8918878,346.9061753,338.2299676
sgRNA_984,CPEB3,89.54875011,132.9462188,172.3591285,202.3541977,61.2602271,132.5259269,103.7753516,115.3501046
sgRNA_2307,TET3,147.4569419,287.3867364,206.8309542,220.4897155,80.51344133,219.6985366,235.2241302,123.1704506
sgRNA_1015,DHX57,318.1965587,339.1322706,412.2255824,444.7974346,179.4049508,401.7008096,458.5882203,218.96969
sgRNA_5538,PAPSS2,318.7935504,448.9920203,520.6682007,369.391861,189.469131,397.5777807,416.089743,179.8679596
sgRNA_3591,YBX1,259.6913753,226.0881804,310.2464313,401.8448927,147.024545,270.3528909,154.1805223,275.667199
sgRNA_70,MED28,358.1950005,406.7995077,574.5304284,595.608582,219.2240984,434.6850403,514.9234112,443.8046396
sgRNA_3187,NSD1,352.2250838,355.0539735,587.457363,535.4750233,249.4166389,594.8941608,683.9289838,199.4188248
sgRNA_2507,PRMT1,340.8822421,595.4716865,344.000094,891.5038712,244.1657623,547.7738312,423.0080998,447.7148126
sgRNA_4621,CDK2,117.6073585,196.6330302,331.0731594,356.9833488,118.1447237,241.491689,247.0841704,113.395018
sgRNA_3872,IREB2,69.84802509,156.828773,158.7140308,167.9921642,49.44575473,102.4867168,67.20689436,109.484845
sgRNA_108,HNRNPD,121.7863002,166.3817947,180.2589219,356.0288479,74.38741862,213.2194913,223.3640901,138.8111428
sgRNA_2169,LRSAM1,297.3018504,437.0507431,302.3466379,505.8854943,228.4131325,349.868447,253.0141905,353.8706597
sgRNA_4416,H3F3B,151.0388919,216.5351587,103.4154771,205.2177005,116.8320045,179.6462565,181.8539494,174.0027001
sgRNA_4081,POLDIP3,150.4419002,164.7896245,175.9499437,161.3106576,88.38975624,208.5074583,101.7986782,140.7662293
sgRNA_120,KIAA0020,50.14730006,32.63949084,22.2630541,101.1770989,19.69078728,38.28526777,46.45182404,0
sgRNA_2904,MYEF2,112.8314251,201.409541,168.7683133,193.7636893,103.26724,233.2456314,139.3554721,68.42802813
sgRNA_4208,SETDB1,208.3500919,286.5906512,380.6264088,295.8952891,125.5834655,289.7900268,427.9497832,52.78733598
sgRNA_1100,DAZAP1,81.78785844,129.7618782,156.5595417,87.81408581,77.88800302,98.36368798,227.3174368,70.38311464
sgRNA_774,JMJD7,178.5005086,396.4504009,422.9980279,425.707416,148.3372642,283.8999857,345.9178386,261.9815934
sgRNA_3897,ARAP3,153.4268585,175.9348165,197.4948348,254.851749,71.76198031,188.4813183,195.690663,158.3620079
sgRNA_4173,USP21,127.1592252,198.2252004,233.4029865,143.1751399,94.0782059,203.7954254,252.0258538,168.1374405
sgRNA_4949,ZC3H8,288.943967,470.4863191,428.0251692,680.559165,205.6593338,385.2086942,360.7428888,346.0503137
sgRNA_1188,PRR3,333.1213504,398.8386563,471.1149513,474.3869636,245.4784814,486.5174028,725.4391244,576.7505228
sgRNA_1943,HDAC5,277.0041337,401.2269117,631.2653082,592.7450792,235.4143013,620.8103421,611.780406,477.0411104
sgRNA_2467,KIAA0430,103.2795585,170.3622205,144.3507701,161.3106576,69.57411506,159.6201164,123.5420852,60.60768205
sgRNA_4799,CUL1,245.960567,284.998481,247.0480842,196.6271921,182.9055352,328.6642987,413.124733,164.2272675
sgRNA_2835,MUTYH,238.1996753,326.3949084,257.1023667,244.3522388,120.3325889,321.5962493,247.0841704,142.7213158
sgRNA_3697,SART3,213.7230169,415.5564443,262.847671,524.975513,200.8460303,364.59355,371.6145923,547.424225
sgRNA_4750,MED14,233.423742,146.4796662,160.1503569,984.0904616,131.2719152,242.6696973,187.7839695,477.0411104
sgRNA_2608,DGKH,236.4087003,455.3607014,500.5596357,293.0317863,200.8460303,455.8891886,518.8767579,297.1731507
sgRNA_4519,METTL15,354.0160588,476.8550003,476.8602556,402.7993936,174.5916472,402.2898137,476.3782806,297.1731507
sgRNA_2238,KDM3A,171.3366086,191.0604342,266.4384862,126.9486241,81.82616048,153.7300752,246.0958337,43.01190339
sgRNA_3494,HNRNPC,285.362017,306.4927798,342.5637679,427.6164179,192.5321423,299.8030969,124.5304219,101.6644989
sgRNA_3567,TLR2,182.6794502,269.0767781,269.3111383,314.9853078,103.26724,332.1983235,193.7139896,129.0357102
sgRNA_749,RBM24,135.5171085,201.409541,150.0960744,296.8497901,110.2684088,267.9968744,303.4193613,121.2153641
sgRNA_169,NCL,186.8583919,277.8337147,219.0397258,296.8497901,162.3396018,259.1618126,212.4923866,265.8917664
sgRNA_2624,ZC3HAV1,158.7997835,181.5074125,358.3633547,292.0772854,66.51110371,141.3609887,229.2941102,72.33820116
sgRNA_1522,NAB2,106.8615085,191.8565193,213.2944215,185.1731809,98.45393641,253.8607756,180.8656128,86.02380679
sgRNA_2824,SAMD14,212.5290336,385.3052089,228.3758453,268.2147621,155.776006,364.59355,323.1860949,306.9485833
sgRNA_2626,SART3,229.2448003,242.0098833,259.2568558,277.7597714,164.5274671,280.3659609,221.3874167,291.3078912
sgRNA_3327,DPPA5,410.7302672,800.065568,639.8832646,654.7876398,346.9954292,763.349339,982.4066616,281.5324586
sgRNA_1389,ZCCHC14,230.4387836,211.7586479,332.5094854,361.7558535,141.7736684,302.7481175,453.6465369,187.6883057
sgRNA_3465,SUV39H1,234.0207336,330.3753341,306.6556162,448.6154384,157.9638713,300.9811051,337.0228085,281.5324586
sgRNA_2354,DKC1,205.9621253,226.8842656,255.6660406,336.9388292,178.9673777,346.3344223,507.0167177,125.1255371
sgRNA_166,MED31,128.9502002,109.0636645,104.1336401,131.7211287,72.19955336,122.5128569,132.4371154,43.01190339
sgRNA_3144,TET3,159.3967752,159.2170285,180.9770849,293.0317863,84.88917183,166.0991617,178.8889394,33.2364708
sgRNA_787,RBM11,162.3817335,171.1583056,252.7933885,147.9476446,85.76431794,158.4421082,193.7139896,74.29328768
sgRNA_2045,RBM42,281.780067,353.4618032,293.7286815,494.4314831,224.037402,326.8972864,391.381326,195.5086518
sgRNA_1620,SIRT7,368.3438588,425.9055511,417.9708867,494.4314831,192.9697154,374.017616,339.9878185,213.1044304
sgRNA_4962,TAF15,321.1815171,417.1486146,430.8978213,420.9349113,234.1015821,490.6404316,334.0577984,277.6222855
sgRNA_1889,CUL4A,183.2764419,194.2447747,318.8643878,219.5352145,114.6441393,235.6016478,125.5187586,119.2602776
sgRNA_5352,GAPDH,130.7411752,123.3931971,296.6013337,277.7597714,99.76665556,136.0599516,205.5740298,66.47294161
sgRNA_2607,PCBP4,191.6343252,237.2333724,157.9958678,187.0821828,109.8308357,290.379031,291.5593211,273.7121125
sgRNA_2392,UNK,284.7650254,442.6233391,315.2735726,440.9794309,191.2194232,401.1118055,412.1363963,394.9274766
sgRNA_5575,CHAF1B,171.3366086,284.998481,244.1754321,486.7954757,175.0292203,359.292513,360.7428888,215.059517
sgRNA_2888,RBM28,149.8449085,156.828773,195.3403457,201.3996968,123.3956003,197.9053842,292.5476578,183.7781327
sgRNA_710,WDSUB1,279.989092,427.4977214,362.6723329,384.6638759,168.0280515,346.9234265,447.7165168,303.0384103
sgRNA_5339,NonTargetingControlGuideForHuman_0732,253.124467,339.9283558,225.5031931,329.3028218,126.4586117,334.5543399,371.6145923,437.93938
sgRNA_3509,SMARCA1,268.6462503,335.1518449,308.0919422,571.7460587,122.0828811,376.3736324,558.4102252,234.6103821
sgRNA_2121,KHSRP,250.1395087,320.0262272,313.1190835,453.387943,155.338433,441.1640856,472.4249339,119.2602776
sgRNA_1258,TUT1,199.9922086,350.2774626,398.5804847,349.3473414,179.8425238,387.5647107,284.6409643,162.272181
sgRNA_2725,MED4,224.468867,315.2497164,188.1587153,479.1594682,164.5274671,322.7742575,444.7515068,520.0530138
sgRNA_5100,METTL7A,367.7468671,454.5646163,332.5094854,587.9725746,195.5951537,469.4362833,412.1363963,365.6011788
sgRNA_266,HIRA,154.0238502,171.1583056,133.5783246,394.2088852,98.89150946,238.5466684,325.1627683,244.3858147
sgRNA_1597,TP73,187.4553836,476.8550003,321.0188769,393.2543843,175.9043664,405.2348343,455.6232103,654.9539835
sgRNA_2960,SMC1A,194.0222919,280.2219701,227.6576823,548.8380363,141.7736684,340.4443811,273.7692608,699.9209734
sgRNA_603,RBPMS,348.6431338,387.6934643,494.8143315,466.7509561,211.7853565,439.3970732,361.7312255,242.4307282
sgRNA_2154,LIN28B,295.5108754,423.5172957,154.4050526,442.8884328,149.6499833,451.7661597,409.1713862,175.9577866
sgRNA_2156,SNRPG,279.3921004,352.6657181,312.4009204,375.1188666,220.0992445,362.2375336,417.0780797,334.3197946
sgRNA_4273,RBM5,417.2971755,493.5727882,443.8247559,484.8864738,246.7912006,505.9545387,366.6729089,261.9815934
sgRNA_4870,RBBP5,151.6358835,245.990309,183.8497371,252.9427472,116.8320045,250.915755,194.7023263,76.2483742
sgRNA_882,EPHB4,324.1664754,647.2172207,624.8018409,680.559165,243.7281892,508.8995593,491.2033308,830.9117701
sgRNA_874,SMARCD2,282.9740504,506.3101505,738.9897635,326.439319,233.226436,483.5723822,724.4507877,158.3620079
sgRNA_532,TDRKH,148.6509252,199.8173707,286.5470512,174.6736707,91.89034065,209.0964625,378.5329491,142.7213158
sgRNA_2870,MCM3AP,39.99844172,50.15336397,135.0146507,130.7666278,64.7608115,87.1726097,156.1571957,15.64069214
sgRNA_5498,ZC3H12C,172.5305919,182.3034976,235.5574756,163.2196595,96.26607115,235.0126437,134.4137887,84.06872027
sgRNA_4285,RBM28,276.407142,282.6102255,186.7223892,339.802332,178.0922316,410.5358714,209.5273765,68.42802813
sgRNA_1564,SETDB1,159.3967752,151.256177,104.8518032,83.04158115,100.2042286,151.9630629,179.8772761,80.15854723
sgRNA_5570,METTL4,115.8163835,167.973965,251.3570624,170.855667,73.94984557,160.2091205,157.1455324,154.4518349
sgRNA_4853,EGLN1,128.3532085,344.7048666,412.9437454,319.7578125,140.8985223,254.4497797,222.3757534,252.2061608
sgRNA_1893,CECR2,149.8449085,187.0800084,354.0543765,244.3522388,136.0852188,255.6277879,201.6206831,156.4069214
sgRNA_4524,MKI67IP,106.8615085,81.20068452,75.40711873,230.9892257,52.50876608,127.813894,84.00861795,41.05681688
sgRNA_3857,TLR2,236.4087003,387.6934643,402.1712999,351.2563432,122.9580272,316.2952122,487.2499841,299.1282372
sgRNA_3966,PARP12,114.6224001,240.417713,264.2839971,183.2641791,94.0782059,192.6043471,274.7575975,70.38311464
sgRNA_1294,MYEF2,164.7697002,158.4209433,76.12528176,146.0386427,117.7071506,207.9184542,230.2824468,109.484845
sgRNA_1540,ASXL1,339.6882588,558.0556848,382.0627349,384.6638759,256.4178077,485.3393946,435.8564766,363.6460923
sgRNA_5370,CIITA,252.5274753,433.0703174,247.0480842,463.8874533,248.1039197,502.420514,398.2996827,349.9604867
sgRNA_2171,MBD4,130.7411752,210.9625627,161.586683,293.0317863,95.39092505,204.9734336,243.1308237,127.0806237
sgRNA_3063,MBD3,192.2313169,310.4732055,87.61589033,486.7954757,120.770162,319.2402328,317.2560748,340.1850541
sgRNA_3817,NEIL1,258.497392,434.6624877,331.7913224,447.6609374,191.6569962,412.3028837,446.7281801,154.4518349
sgRNA_4086,CENPA,309.2416837,538.1535562,437.3612886,482.022971,253.3547964,464.7242504,726.4274611,697.9658869
sgRNA_2179,CHERP,287.152992,503.12581,598.2298086,727.3297107,203.4714686,495.9414687,472.4249339,301.0833238
sgRNA_4241,CTCF,197.0072503,185.4878382,155.1232157,752.146735,118.1447237,260.3398209,259.9325473,406.6579957
sgRNA_2367,NonTargetingControlGuideForHuman_0761,244.7665836,343.9087815,353.3362135,251.0337453,140.4609493,330.4313111,287.6059744,168.1374405
sgRNA_1581,PCGF2,133.7261335,148.0718365,135.0146507,175.6281716,75.70013777,184.3582894,77.09026117,39.10173036
sgRNA_751,SMARCE1,237.005692,220.5155844,439.5157777,230.9892257,117.2695776,279.1879527,400.2763561,246.3409013
sgRNA_4343,CPSF7,370.7318255,371.7717615,407.1984411,532.6115205,155.338433,486.5174028,356.7895421,563.0649172
sgRNA_2577,KAT7,87.16078345,86.77328051,178.8225958,260.5787546,76.57528387,73.62551495,154.1805223,60.60768205
sgRNA_2874,SAFB,62.08713341,58.91030053,70.37997748,72.54207089,29.75496745,73.03651083,153.1921857,9.775432589
sgRNA_449,STIM2,145.6659669,292.9593324,184.5679001,297.804291,112.018701,285.666998,258.9442106,234.6103821
sgRNA_1198,L3MBTL2,352.8220755,485.6119368,599.6661346,644.2881296,243.7281892,595.4831649,660.2089034,353.8706597
sgRNA_1362,FUBP3,170.1426252,207.7782221,88.33405337,223.3532183,96.7036442,196.727376,270.8042508,101.6644989
sgRNA_3759,SUV39H1,179.0975002,253.9511604,347.5909092,196.6271921,134.3349266,278.0099445,218.4224067,271.757026
sgRNA_2466,GTF3A,137.3080835,198.2252004,250.6388994,280.6232742,133.0222074,176.7012359,222.3757534,78.20346072
sgRNA_4903,SMARCC2,384.4626338,550.8909185,603.2569498,830.4158115,236.7270204,593.7161526,584.1069789,424.2537744
sgRNA_5241,CDK2,244.7665836,257.135501,185.2860632,704.4216883,173.2789281,252.0937632,306.3843713,375.3766114
sgRNA_5574,NUPL2,380.2836922,584.3264945,597.5116455,636.6521221,252.0420772,700.3258982,525.7951147,269.8019395
sgRNA_2664,HNRNPF,248.9455253,421.1290403,571.6577763,227.171222,199.0957381,415.2479043,496.1450142,314.7689294
sgRNA_971,DNMT3L,270.4372253,456.9528717,469.6786252,314.0308069,183.7806813,460.0122174,355.8012054,193.5535653
sgRNA_1320,ZMYND8,285.9590087,352.6657181,602.5387868,478.2049673,178.0922316,429.3840032,326.151105,303.0384103
sgRNA_3778,TRMT1,170.1426252,222.9038399,152.9687266,278.7142724,71.32440726,235.0126437,191.7373163,281.5324586
sgRNA_3518,RBM20,165.3666919,296.1436729,225.5031931,227.171222,144.8366798,275.653928,424.9847731,99.70941241
sgRNA_4753,SF3B4,348.6431338,437.0507431,475.4239295,592.7450792,268.2322801,558.9649095,472.4249339,465.3105913
sgRNA_1287,CPSF4L,281.780067,361.4226546,481.8873968,564.1100512,178.5298047,384.030686,249.0608438,168.1374405
sgRNA_2843,MECOM,75.81794176,59.70638567,150.8142375,74.45107275,51.19604693,71.85850259,21.743407,25.41612473
sgRNA_3165,EGLN3,240.587642,497.553214,446.6974081,550.7470382,232.3512899,470.6142916,647.3605265,494.636889
sgRNA_5190,MTA2,312.8236337,420.3329552,138.6054659,904.8668842,236.7270204,394.043756,378.5329491,285.4426316
sgRNA_4164,ING3,129.5471918,156.828773,149.3779114,297.804291,101.5169478,238.5466684,209.5273765,142.7213158
sgRNA_314,SNRPA,207.7531003,234.845117,313.8372465,472.4779617,103.26724,278.0099445,265.8625674,217.0146035
sgRNA_1493,PABPC5,388.6415755,718.8648835,704.5179378,807.5077891,182.0303891,467.0802669,321.2094216,402.7478227
sgRNA_688,BRCA2,44.77437506,50.15336397,81.87058605,85.90508394,56.44692354,113.6777951,93.89198476,23.46103821
sgRNA_1655,SAMD4A,136.1141002,258.7276713,249.2025733,335.9843283,122.0828811,195.5493677,263.885894,193.5535653
sgRNA_4219,KDM5D,87.75777511,296.1436729,229.0940083,303.5312966,101.5169478,260.3398209,204.5856931,134.9009697
sgRNA_5130,CHERP,278.7951087,231.6607764,194.6221826,463.8874533,150.0875564,256.216792,250.0491805,125.1255371
sgRNA_1197,NonTargetingControlGuideForHuman_0791,119.9953252,226.8842656,253.5115515,180.4006763,74.82499167,197.9053842,256.9675372,25.41612473
sgRNA_1680,ACIN1,207.1561086,269.8728633,389.2443652,398.9813899,169.7783437,297.4470804,341.9644919,113.395018
sgRNA_4984,CENPA,174.9185586,278.6297998,320.3007138,224.3077192,92.76548675,213.2194913,229.2941102,89.93397982
sgRNA_986,SIRT2,308.6446921,308.0849501,560.1671677,429.5254197,176.7795125,375.1956242,425.9731098,328.454535
sgRNA_1761,MTA2,167.7546585,206.1860519,241.3027799,482.022971,135.2100727,272.1199033,188.7723062,260.0265069
sgRNA_1762,NonTargetingControlGuideForHuman_0705,314.0176171,402.0229969,385.6535501,304.4857975,171.5286359,389.3317231,385.4513059,277.6222855
sgRNA_2555,TRDMT1,374.9107671,651.9937316,603.2569498,485.8409748,295.3618092,620.221338,814.3894257,590.4361284
sgRNA_1685,ENOX1,237.6026836,292.1632472,328.2005072,383.709375,131.2719152,256.216792,389.4046526,89.93397982
sgRNA_422,PHF5A,186.8583919,250.7668198,259.2568558,194.7181903,94.0782059,258.5728085,238.1891403,31.28138429
sgRNA_1681,CPEB2,214.3200086,310.4732055,293.0105185,298.7587919,170.6534898,281.5439692,381.4979591,84.06872027
sgRNA_2851,CHRAC1,273.4221837,457.7489568,473.9876034,548.8380363,141.7736684,351.6354594,370.6262556,181.8230462
sgRNA_1977,SF1,91.33972512,142.4992405,269.3111383,80.17807835,83.57645268,137.2379599,169.9939093,260.0265069
sgRNA_5472,KDM6A,167.7546585,208.5743073,338.9729528,241.488736,159.2765905,282.7219774,292.5476578,46.92207643
sgRNA_4168,RDM1,187.4553836,195.0408599,289.4197033,252.9427472,110.7059818,278.0099445,302.4310246,342.1401406
sgRNA_3797,RNF113B,31.64055837,50.15336397,30.16284749,106.9041045,31.9428327,96.59667562,47.44016072,33.2364708
sgRNA_5073,EPHB3,148.0539335,301.7162689,358.3633547,403.7538945,136.9603649,362.8265377,199.6440097,265.8917664
sgRNA_5026,METTL12,596.9916674,892.4114446,906.3217508,1016.543493,341.7445526,859.9460146,533.7018081,827.0015971
sgRNA_658,ESRP2,314.6146087,515.8631722,545.803907,671.0141557,209.5974913,437.0410568,530.7367981,711.6514925
sgRNA_3795,NonTargetingControlGuideForHuman_0693,182.0824586,192.6526044,310.2464313,199.4906949,77.45042997,257.9838044,239.177477,58.65259554
sgRNA_1390,U2AF1L4,129.5471918,330.3753341,335.3821376,298.7587919,139.1482301,359.8815171,331.0927884,316.7240159
sgRNA_4530,TRIM24,284.1680337,300.9201838,476.1420925,315.9398087,198.220592,379.9076571,508.0050544,326.4994485
sgRNA_1672,MED14,261.4823503,238.0294576,315.2735726,514.4760027,117.7071506,243.2587014,288.5943111,130.9907967
sgRNA_2290,NonTargetingControlGuideForHuman_0722,174.3215669,103.4910685,34.4718257,139.3571362,84.01402573,158.4421082,132.4371154,89.93397982
sgRNA_1012,TOE1,197.6042419,241.2137981,313.8372465,239.5797341,102.8296669,239.7246767,251.0375172,103.6195854
sgRNA_4459,LARP4B,411.9242505,448.1959351,746.1713939,490.6134794,270.8577184,489.4624234,847.9928729,84.06872027
sgRNA_5021,HMGA1,119.9953252,268.280693,156.5595417,309.2583022,129.08405,158.4421082,326.151105,193.5535653
sgRNA_109,IREB2,191.0373336,265.8924375,290.1378663,273.9417677,145.2742528,298.6250886,322.1977582,267.846853
sgRNA_5319,PHC1,574.9029757,717.2727132,700.2089596,738.7837219,350.4960136,680.8887623,753.1125515,682.3251947
sgRNA_1173,NonTargetingControlGuideForHuman_0760,185.0674169,253.1550753,231.2484974,444.7974346,138.273084,207.3294501,242.142487,445.7597261
sgRNA_889,CIRBP,152.8298669,253.1550753,236.9938017,264.3967584,76.13771082,239.7246767,302.4310246,207.2391709
sgRNA_326,CUL9,348.0461421,757.8730555,688.000188,618.5166044,369.3116548,692.0798405,730.3808078,578.7056093
sgRNA_5441,KAT8,182.0824586,138.5188148,157.2777048,170.855667,172.841355,249.1487426,466.4949138,127.0806237
sgRNA_2281,ZNF239,227.4538253,333.5596746,417.2527236,416.1624067,155.776006,376.9626366,547.5385217,346.0503137
sgRNA_5422,UTY,106.8615085,72.44374795,196.0585087,155.583652,87.51461014,153.1410711,67.20689436,19.55086518
sgRNA_2427,RBM10,235.214717,336.7440152,380.6264088,372.2553638,101.0793747,342.2113935,313.3027281,162.272181
sgRNA_3214,TDRKH,71.63900009,52.54161939,58.88936891,114.5401119,52.94633913,94.24065914,84.99695463,29.32629777
sgRNA_5277,SMARCE1,138.5020668,251.562905,466.08781,290.1682835,122.0828811,255.6277879,269.8159141,209.1942574
sgRNA_1223,SNRPA,221.4839086,363.81091,430.1796583,434.2979244,163.652321,354.58048,466.4949138,289.3528046
sgRNA_4980,OGFOD1,71.63900009,92.34587651,133.5783246,295.8952891,54.25905829,109.5547662,83.02028126,7.820346072
