sgRNA,Gene,Day3.bulk.no1,Day9.bulk.no1,Day9.CD11b.low.no1,Day9.CD11b.high.no1,Day3.bulk.no2,Day9.bulk.no2,Day9.CD11b.low.no2,Day9.CD11b.high.no2
sgRNA_4608,NCOR1,237.005692,308.8810352,448.1337342,241.488736,149.2124103,382.2636736,226.3291001,301.0833238
sgRNA_4277,CHD1L,564.1571257,815.1911857,708.108753,603.2445895,385.5018577,773.362409,589.0486623,674.5048487
sgRNA_4457,PHF8,221.4839086,355.0539735,357.6451917,287.3047807,153.1505677,323.9522658,417.0780797,387.1071305
sgRNA_3976,RFTN1,436.9979006,636.8681139,790.6975021,885.7768656,241.540324,711.5169765,737.2991646,477.0411104
sgRNA_3159,MED7,185.6644086,206.982137,364.108659,866.6868469,127.7713308,221.465549,316.2677382,375.3766114
sgRNA_440,ING1,149.2479169,207.7782221,191.0313674,230.0347248,123.8331733,257.9838044,101.7986782,140.7662293
sgRNA_3590,RING1,306.2567254,580.3460688,531.4406463,542.1565298,227.9755594,485.9283987,694.8006873,318.6791024
sgRNA_3284,RBM12,238.796667,238.0294576,369.1358002,251.0337453,157.0887252,303.3371216,258.9442106,64.51785509
sgRNA_4104,SETMAR,49.5503084,60.50247082,72.53446659,37.22553638,32.8179788,79.51555615,42.49847731,43.01190339
sgRNA_2938,PRDM14,379.0897088,376.5482723,366.2631481,380.8458722,199.5333111,514.2005964,319.2327482,248.2959878
sgRNA_2459,SMUG1,306.8537171,433.8664026,542.2130918,606.1080923,182.9055352,448.8211391,545.5618483,631.4929453
sgRNA_2717,PCGF3,279.989092,355.8500586,332.5094854,396.1178871,151.8378486,244.4367096,405.2180395,201.3739113
sgRNA_4960,ACO1,146.2629585,97.91847251,118.4969009,66.81506529,97.14121725,124.2798692,211.5040499,29.32629777
sgRNA_159,SAFB2,241.7816253,274.6493741,355.4907026,334.0753264,175.0292203,338.6773688,298.4776779,187.6883057
sgRNA_211,SIRT5,369.5378421,399.6347415,750.4803721,466.7509561,245.0409084,544.2398065,491.2033308,348.0054002
sgRNA_3553,HDAC11,168.9486419,281.8141404,249.2025733,373.2098647,134.7724996,262.6958373,143.3088188,170.0925271
sgRNA_1639,NCBP2,463.8625256,650.4015613,932.8937831,528.7935167,304.1132702,633.7684327,1003.161732,604.121734
sgRNA_618,KDM6B,148.6509252,134.5383891,191.0313674,255.80625,99.32908251,207.3294501,190.7489796,48.87716295
sgRNA_2448,CCNO,210.7380586,307.2888649,443.8247559,296.8497901,185.0934004,415.2479043,354.8128687,226.7900361
sgRNA_1800,SAMD10,372.5228005,484.8158517,620.4928627,353.1653451,205.2217608,589.0041196,544.5735116,451.6249856
sgRNA_945,H2AFB3,195.2162753,245.990309,248.4844103,218.5807136,94.51577895,270.941895,313.3027281,242.4307282
sgRNA_2635,SMARCA5,247.1545503,308.0849501,224.0668671,1081.449557,211.7853565,444.6981103,447.7165168,308.9036698
sgRNA_5507,PNO1,186.2614002,106.6754091,229.0940083,126.9486241,75.70013777,149.0180423,246.0958337,9.775432589
sgRNA_3888,RBMXL3,298.4958337,547.7065779,645.6285689,573.6550606,182.0303891,444.6981103,327.1394417,402.7478227
sgRNA_5438,SMYD3,460.8775673,650.4015613,639.8832646,693.9221781,269.9825723,693.8468529,799.5643755,680.3701082
sgRNA_3337,RBM47,506.248934,666.3232641,735.3989484,770.2822527,327.3046419,766.2943596,611.780406,475.0860238
sgRNA_3378,H1FNT,331.9273671,479.2432557,597.5116455,404.7083955,204.3466147,537.7607612,442.7748334,271.757026
sgRNA_2634,YTHDC2,121.1893085,187.8760936,254.9478776,227.171222,94.953352,196.1383718,135.4021254,64.51785509
sgRNA_4185,MED13L,140.8900335,119.4127714,175.2317807,217.6262127,90.57762149,121.3348486,88.95030135,25.41612473
sgRNA_3436,ING5,159.3967752,213.3508181,234.8393126,545.9745335,94.953352,212.0414831,153.1921857,306.9485833
sgRNA_856,CHD1,217.9019586,381.3247832,451.0063863,605.1535913,156.6511521,382.8526777,339.9878185,242.4307282
sgRNA_2263,FUS,185.6644086,415.5564443,324.609692,346.4838386,167.5904784,482.394374,339.9878185,504.4123216
sgRNA_3179,ANKS1A,274.0191754,403.6151672,277.9290947,616.6076025,184.2182543,397.5777807,342.9528286,375.3766114
sgRNA_5362,TLR2,404.1633589,660.7506681,593.9208304,579.3820662,276.546168,551.307856,607.8270593,416.4334283
sgRNA_143,KDM4D,327.7484254,406.0034226,438.0794517,352.2108442,215.723514,446.4651227,347.894512,250.2510743
sgRNA_3906,ASCC1,303.8687587,380.528698,529.2861572,435.2524253,195.1575806,443.5201021,465.5065771,604.121734
sgRNA_40,METTL21A,275.8101504,560.4439402,671.4824382,573.6550606,181.155243,496.5304728,601.8970392,342.1401406
sgRNA_182,KDM3A,139.0990585,320.0262272,589.6118521,392.2998833,149.2124103,327.4862905,266.8509041,58.65259554
sgRNA_252,METTL10,220.2899253,417.1486146,445.261082,467.705457,224.037402,423.493962,506.028381,193.5535653
sgRNA_965,MBD3L2,169.5456336,301.7162689,198.9311608,146.0386427,88.38975624,268.5858785,185.8072962,123.1704506
sgRNA_263,PHYHD1,198.2012336,332.7635895,257.1023667,311.1673041,184.6558274,352.8134676,414.1130696,398.8376496
sgRNA_2737,JMJD4,252.5274753,417.1486146,401.4531368,349.3473414,202.1587494,491.2294358,308.3610447,168.1374405
sgRNA_432,PRDM2,330.1363921,558.0556848,585.3028739,609.926096,322.9289114,621.9883503,617.7104261,443.8046396
sgRNA_2017,ZNF217,306.2567254,573.9773876,311.6827574,1533.882999,207.409626,449.9991474,223.3640901,1388.111428
sgRNA_135,MBNL3,300.8838004,413.1681889,567.348798,199.4906949,174.5916472,396.9887766,414.1130696,348.0054002
sgRNA_5025,CPEB3,263.870317,685.4293075,625.5200039,627.1071128,223.1622559,517.145617,679.975637,842.6422892
sgRNA_711,CBX3,211.9320419,281.8141404,392.1170174,246.2612406,165.8401862,364.59355,376.5562757,84.06872027
sgRNA_5203,L3MBTL3,863.8469428,1114.519199,1388.209148,832.3248133,532.0888296,1118.518823,1557.61861,422.2986879
sgRNA_2545,PHF5A,279.3921004,409.1877632,489.7871902,398.9813899,183.7806813,452.3551639,382.4862958,236.5654687
sgRNA_2363,SETMAR,164.7697002,169.5661353,228.3758453,251.9882462,122.5204542,204.9734336,131.4487787,39.10173036
sgRNA_1640,NonTargetingControlGuideForHuman_0733,328.9424088,585.9186648,535.0314614,696.7856809,262.5438304,591.3601361,621.6637728,496.5919755
sgRNA_3225,RNF20,266.8552753,325.5988232,150.8142375,1318.165788,210.4726374,386.3867025,399.2880194,187.6883057
sgRNA_4179,METTL13,257.9004003,452.1763608,377.7537567,417.1169076,185.5309735,478.8603492,394.346336,218.96969
sgRNA_190,NAA38,184.4704252,264.3002673,201.0856499,207.1267024,109.3932627,276.8319362,224.3524268,64.51785509
sgRNA_2855,NSUN6,62.08713341,141.7031553,31.59917356,64.90606342,27.56710219,128.9919022,43.486814,23.46103821
sgRNA_4300,KHDRBS1,144.4719835,190.264349,287.9833772,196.6271921,116.8320045,202.6174171,257.9558739,74.29328768
sgRNA_3360,TP63,275.2131587,450.5841906,367.6994742,327.3938199,196.9078728,410.5358714,344.9295019,261.9815934
sgRNA_5412,CHD3,242.9756086,402.819082,318.8643878,462.9329524,109.3932627,300.9811051,429.9264565,271.757026
sgRNA_4118,BRD7,130.1441835,195.836945,317.4280617,262.4877565,125.5834655,252.0937632,253.0141905,11.73051911
sgRNA_5537,MCM3AP,552.814284,661.5467533,685.1275359,543.1110307,349.6208675,599.6061938,709.6257375,535.6937059
sgRNA_1675,PRDM1,361.7769505,417.9446997,319.5825508,415.2079057,184.2182543,359.8815171,401.2646928,445.7597261
sgRNA_772,ELAVL1,454.3106589,695.7784144,519.2318747,1117.720592,253.3547964,725.0640712,504.0517077,424.2537744
sgRNA_2860,CHD3,314.6146087,496.7571288,499.1233097,546.9290344,206.0969069,412.8918878,496.1450142,410.5681688
sgRNA_2830,PRDM13,305.6597337,403.6151672,412.9437454,396.1178871,162.7771749,413.480892,422.0197631,420.3436013
sgRNA_1112,HMGN2,294.9138837,331.9675044,372.0084524,479.1594682,156.6511521,385.7976983,431.9031299,226.7900361
sgRNA_3371,MECP2,222.0809003,342.3166112,287.2652142,394.2088852,137.3979379,297.4470804,284.6409643,142.7213158
sgRNA_1692,CTCF,149.2479169,170.3622205,192.4676935,388.4818796,104.1423861,194.3713595,169.0055726,97.75432589
sgRNA_1269,DOT1L,104.4735418,134.5383891,172.3591285,305.4402985,105.4551052,192.015343,103.7753516,156.4069214
sgRNA_5525,CPEB3,388.6415755,370.9756763,570.2214502,453.387943,196.9078728,400.5228013,417.0780797,68.42802813
sgRNA_4770,NAA38,328.9424088,167.1778799,149.3779114,275.8507696,164.5274671,247.3817302,442.7748334,48.87716295
sgRNA_639,LSM11,306.8537171,547.7065779,756.2256764,1112.948088,272.1704375,576.046029,593.002009,437.93938
sgRNA_3943,THUMPD1,146.2629585,207.7782221,394.2715065,312.121805,139.1482301,239.1356726,243.1308237,203.3289979
sgRNA_493,NEK6,372.5228005,478.4471705,663.5826448,557.4285447,294.9242362,478.2713451,405.2180395,533.7386194
sgRNA_3770,PAN3,210.7380586,202.2056262,165.1774982,312.121805,196.9078728,295.680068,260.920884,64.51785509
sgRNA_3400,SETD8,259.6913753,398.8386563,277.9290947,357.9378498,179.8425238,422.3159538,297.4893412,250.2510743
sgRNA_3503,MTA1,297.898842,573.1813025,536.4677875,600.3810867,194.7200076,543.6508024,510.9700645,299.1282372
sgRNA_3639,RALYL,377.8957255,402.819082,614.0293954,617.5621035,201.2836033,516.5566129,490.2149941,211.1493439
sgRNA_1960,NONO,434.0129422,854.1993577,759.8164916,700.6036846,343.0572717,747.4462278,1095.077043,717.5167521
sgRNA_3359,TET3,228.050817,355.8500586,509.1775922,366.5283582,136.9603649,306.8711463,209.5273765,129.0357102
sgRNA_2899,PRDM8,188.6493669,308.0849501,457.4698536,375.1188666,136.0852188,323.9522658,212.4923866,144.6764023
sgRNA_1210,RBM33,141.4870252,128.9657931,163.0230091,160.3561567,66.51110371,101.3087086,157.1455324,44.96698991
sgRNA_2001,MEX3A,147.4569419,327.9870786,291.5741924,344.5748367,148.3372642,364.59355,314.2910648,162.272181
sgRNA_1609,U2AF1L4,247.1545503,417.9446997,400.7349738,514.4760027,225.7876942,509.4885635,542.5968383,314.7689294
sgRNA_357,DDX53,189.2463586,199.0212856,224.7850301,367.4828591,101.5169478,256.216792,301.4426879,52.78733598
sgRNA_4375,PHYH,251.9304837,301.7162689,249.9207364,385.6183768,157.0887252,306.2821422,162.0872158,385.152044
sgRNA_5337,SRBD1,349.2401254,636.0720287,797.1609694,690.1041744,261.6686843,681.4777664,577.1886221,475.0860238
sgRNA_2910,CASKIN1,82.38485011,154.4405176,269.3111383,220.4897155,77.88800302,156.6750958,147.2621656,160.3170945
sgRNA_4928,SUPT7L,365.9558921,530.1927048,376.3174306,749.2832322,276.108595,581.9360702,442.7748334,590.4361284
sgRNA_3474,OGG1,387.4475922,511.8827465,555.1400264,682.4681669,277.8588872,588.4151155,568.293592,220.9247765
sgRNA_1411,ZC3H7A,202.9771669,301.7162689,387.0898761,405.6628964,114.6441393,348.1014347,384.4629692,490.726716
sgRNA_1211,RBM17,96.11565846,141.7031553,232.6848235,199.4906949,69.57411506,166.6881659,114.6470551,80.15854723
sgRNA_1098,SMYD3,194.6192836,323.2105678,430.1796583,288.2592817,167.1529054,300.392101,298.4776779,250.2510743
sgRNA_1384,ARID1B,339.6882588,532.5809602,424.434354,434.2979244,201.2836033,531.2817159,475.3899439,361.6910058
sgRNA_571,SETD5,183.2764419,253.9511604,249.9207364,338.8478311,140.8985223,226.1775819,255.9792006,228.7451226
sgRNA_4231,DNMT1,251.333492,139.3148999,287.2652142,159.4016558,164.089894,241.491689,331.0927884,105.574672
sgRNA_1921,ZC3H6,353.4190671,480.0393408,512.7684073,547.8835354,269.1074262,586.6481031,607.8270593,445.7597261
sgRNA_5023,KAT6B,212.5290336,232.4568616,295.1650076,346.4838386,169.7783437,301.5701092,293.5359945,127.0806237
sgRNA_530,RALY,198.2012336,322.4144826,270.7474644,245.3067397,129.9591961,328.0752946,224.3524268,303.0384103
sgRNA_1561,PAK1,100.8915918,93.9380468,86.8977273,172.7646688,63.0105193,141.3609887,138.3671354,27.37121125
sgRNA_5410,SMC1B,253.124467,383.7130386,483.3237229,452.4334421,209.5974913,349.2794429,248.0725071,119.2602776
sgRNA_3741,BRD4,114.0254085,171.1583056,86.8977273,231.9437266,63.0105193,87.1726097,143.3088188,27.37121125
sgRNA_3136,RBM43,117.0103668,162.401369,94.79752069,240.534235,91.4527676,165.5101576,48.4284974,33.2364708
sgRNA_2982,PPP1R10,181.4854669,183.0995827,233.4029865,191.8546875,81.82616048,130.1699104,324.1744316,197.4637383
sgRNA_5170,METTL6,421.4761172,527.0083642,598.9479716,673.8776585,187.2812657,521.2686459,410.1597229,514.1877542
sgRNA_3813,PCGF6,389.8355588,349.4813775,639.8832646,483.9319729,202.5963225,477.682341,443.7631701,168.1374405
sgRNA_2570,RCOR2,430.4309922,475.26283,606.129602,464.8419542,220.0992445,426.4389826,599.9203658,203.3289979
sgRNA_5112,PRDM5,262.079342,307.2888649,578.8394066,450.5244402,207.409626,434.0960362,309.3493814,293.2629777
sgRNA_625,PRMT5,451.9226922,738.7670121,510.6139182,655.7421408,308.0514277,739.2001701,748.1708681,770.304088
sgRNA_736,HDAC1,531.9195757,709.3118618,657.1191775,708.2396921,301.925405,751.5692566,595.9670191,905.2050578
sgRNA_4933,CHD5,229.2448003,257.135501,325.3278551,233.8527285,180.7176699,278.5989486,376.5562757,125.1255371
sgRNA_4342,MYEF2,158.7997835,131.3540485,272.9019535,102.1315998,94.51577895,140.1829805,229.2941102,9.775432589
sgRNA_3070,RBM28,194.6192836,172.7504759,224.7850301,251.9882462,100.2042286,249.7377467,181.8539494,138.8111428
sgRNA_2842,ARID2,112.8314251,142.4992405,193.9040196,162.2651586,85.76431794,132.5259269,141.3321455,13.68560563
sgRNA_4417,THUMPD1,447.1467589,561.2400253,584.5847109,592.7450792,322.4913384,605.496235,703.6957174,473.1309373
sgRNA_136,RBBP4,456.1016339,466.5058934,432.3341474,964.045942,266.9195609,552.4858642,456.611547,652.998897
sgRNA_4192,HNRNPK,202.9771669,222.1077547,202.521976,187.0821828,140.0233762,240.9026849,284.6409643,127.0806237
sgRNA_3134,RAP1B,90.74273345,54.13378968,69.66181444,68.72406716,47.25788948,48.29833781,125.5187586,3.910173036
sgRNA_594,ELAVL3,287.152992,615.373815,658.5555036,511.6124999,259.043246,634.9464409,553.4685418,828.9566836
sgRNA_3854,NonTargetingControlGuideForHuman_0770,184.4704252,276.2415444,198.9311608,220.4897155,139.5858032,249.1487426,372.602929,207.2391709
sgRNA_2962,ANKS4B,174.9185586,274.6493741,346.1545831,254.851749,105.4551052,255.0387838,269.8159141,273.7121125
sgRNA_3626,RAVER1,384.4626338,402.0229969,465.369647,577.4730643,221.8495367,452.944168,345.9178386,273.7121125
sgRNA_1025,SUV420H1,197.6042419,399.6347415,247.0480842,407.5718983,147.8996911,389.3317231,350.859522,568.9301767
sgRNA_4824,NUFIP1,104.4735418,93.9380468,185.2860632,167.0376632,53.38391218,147.2510299,152.203849,58.65259554
sgRNA_1026,NCBP2,130.1441835,270.6689484,346.1545831,372.2553638,138.273084,304.5151298,308.3610447,359.7359193
sgRNA_4124,NonTargetingControlGuideForHuman_0700,91.93671678,142.4992405,315.9917356,227.171222,89.26490234,188.4813183,108.717035,150.5416619
sgRNA_5019,KDM4D,230.4387836,518.2514277,575.2485914,511.6124999,199.0957381,494.7634605,444.7515068,420.3436013
sgRNA_2422,DKC1,348.0461421,417.1486146,614.0293954,343.6203358,168.0280515,401.7008096,657.2438933,211.1493439
sgRNA_3002,ZFP36L2,285.9590087,441.827254,327.4823442,560.2920475,207.409626,421.7269496,389.4046526,295.2180642
sgRNA_4797,ING5,268.6462503,386.8973792,339.6911158,454.342444,198.220592,461.1902257,428.9381199,328.454535
sgRNA_1427,DNMT3B,268.6462503,390.8778049,425.8706801,342.6658348,238.0397396,454.1221762,462.541567,293.2629777
sgRNA_670,IGF2BP2,210.7380586,375.7521872,454.5972015,378.9368703,198.658165,347.5124306,418.0664164,678.4150217
sgRNA_3630,NonTargetingControlGuideForHuman_0799,235.214717,324.8027381,448.1337342,246.2612406,187.2812657,389.9207272,401.2646928,310.8587563
sgRNA_2940,THUMPD3,90.74273345,162.401369,243.457269,245.3067397,50.75847388,131.3479187,84.00861795,64.51785509
sgRNA_2565,ZNF408,108.0554918,176.7309016,149.3779114,93.54109141,44.63245117,150.1960505,114.6470551,95.79923938
sgRNA_2569,TRA2A,231.0357753,452.972446,216.1670737,345.5293376,163.652321,312.1721834,243.1308237,582.6157823
sgRNA_5347,SCML2,405.9543339,568.4047916,615.4657214,453.387943,248.1039197,447.0541268,653.2905466,220.9247765
sgRNA_1252,EP300,198.7982253,458.545042,272.1837905,847.5968282,185.0934004,346.9234265,287.6059744,320.6341889
sgRNA_3743,HDAC9,116.4133751,153.6444325,193.9040196,160.3561567,73.94984557,186.7143059,200.6323464,84.06872027
sgRNA_3687,SETD1A,357.0010171,490.3884477,445.979245,445.7519356,257.7305269,599.0171896,648.3488632,314.7689294
sgRNA_968,PHC1,434.0129422,610.5973042,578.1212436,887.6858674,329.0549341,570.1559878,627.5937929,473.1309373
sgRNA_5051,SAMD10,340.2852504,441.0311689,470.3967883,346.4838386,286.1727752,368.1275748,396.3230094,396.8825631
sgRNA_473,H2AFZ,204.1711503,190.264349,1029.845793,188.0366837,141.7736684,300.9811051,1637.673882,21.5059517
sgRNA_2320,NonTargetingControlGuideForHuman_0720,81.19086677,87.56936566,98.38833586,143.1751399,55.57177744,111.9107827,110.6937084,78.20346072
sgRNA_2933,ASH2L,264.4673087,205.3899667,310.2464313,196.6271921,136.0852188,246.7927261,629.5704663,238.5205552
sgRNA_3941,TARDBP,97.30964179,81.20068452,348.3090722,194.7181903,58.19721574,107.7877539,201.6206831,25.41612473
sgRNA_3426,UBE2B,311.6296504,438.6429134,369.8539633,411.389902,213.5356487,418.781929,557.4218885,166.182354
sgRNA_1457,ZMYND11,147.4569419,236.4372873,164.4593351,243.3977378,103.26724,329.842307,184.8189595,371.4664384
sgRNA_1567,TTF2,394.6114922,616.9659853,560.8853307,466.7509561,248.1039197,539.5277736,691.8356772,261.9815934
sgRNA_3119,MATR3,201.7831836,133.7423039,235.5574756,188.9911847,91.89034065,169.0441823,233.2474569,123.1704506
sgRNA_4152,BRD7,137.3080835,101.1028131,270.0293013,180.4006763,85.76431794,163.1541411,217.43407,35.19155732
sgRNA_1439,ZMYND11,180.8884752,259.5237564,194.6221826,268.2147621,162.3396018,329.2533029,386.4396426,297.1731507
sgRNA_3302,CCNO,432.8189589,644.0328801,735.3989484,576.5185634,280.0467524,584.2920867,461.5532304,318.6791024
sgRNA_5248,PLOD2,326.5544421,363.81091,461.7788318,463.8874533,136.0852188,411.1248755,254.0025272,338.2299676
sgRNA_5387,SMYD4,222.677892,427.4977214,300.9103119,295.8952891,121.6453081,380.4966613,275.7459342,84.06872027
sgRNA_3810,SMARCA1,253.7214587,240.417713,515.6410595,193.7636893,96.26607115,210.2744707,214.4690599,58.65259554
sgRNA_1234,EPHA5,182.0824586,270.6689484,242.020943,287.3047807,148.7748372,329.2533029,215.4573966,115.3501046
sgRNA_4341,HNRNPM,164.1727085,218.9234141,199.6493239,152.7201492,110.2684088,235.0126437,180.8656128,66.47294161
sgRNA_5146,ELAVL3,377.2987338,452.972446,881.1860446,598.4720848,234.1015821,581.9360702,647.3605265,260.0265069
sgRNA_4800,ARAP1,324.7634671,711.7001172,545.0857439,581.291068,257.7305269,657.3285975,657.2438933,394.9274766
sgRNA_731,DGKQ,231.632767,419.53687,242.739106,379.8913712,164.9650401,451.1771556,348.8828486,242.4307282
sgRNA_4822,PCGF6,112.2344335,63.68681139,191.0313674,81.13257928,76.57528387,127.813894,98.83366817,21.5059517
sgRNA_4157,ZCCHC17,149.2479169,234.845117,221.1942149,282.5322761,140.4609493,296.8580763,170.9822459,158.3620079
sgRNA_4972,RBMX2,130.7411752,240.417713,143.6326071,262.4877565,144.3991067,329.2533029,335.0461351,162.272181
sgRNA_783,ZC3H12C,207.1561086,253.9511604,479.0147447,285.3957789,149.2124103,362.8265377,245.1074971,170.0925271
sgRNA_3588,RBM22,269.243242,225.2920953,502.7141249,481.0684701,156.6511521,346.3344223,356.7895421,101.6644989
sgRNA_1533,ASF1B,306.2567254,522.2318534,368.4176372,558.3830456,276.9837411,466.4912627,504.0517077,799.6303858
sgRNA_4929,ING1,238.1996753,378.1404426,612.5930693,244.3522388,157.0887252,370.4835912,826.2494659,99.70941241
sgRNA_5253,ATF7IP,102.0855751,82.7928548,139.3236289,104.9951026,65.19838455,70.68049435,227.3174368,37.14664384
sgRNA_3479,AURKA,179.0975002,161.6052839,106.2881293,204.2631996,126.0210386,219.1095325,197.6673363,129.0357102
sgRNA_91,PDCD11,344.4641921,346.2970369,479.0147447,282.5322761,184.6558274,388.7427189,459.576557,267.846853
sgRNA_4244,INO80,147.4569419,163.9935393,226.2213562,224.3077192,116.8320045,180.8242647,192.7256529,29.32629777
sgRNA_2628,CUL7,121.7863002,333.5596746,292.2923554,261.5332556,115.5192854,274.4759197,260.920884,84.06872027
sgRNA_1557,H2AFY,214.3200086,426.7016363,496.9688206,252.9427472,218.7865253,431.1510156,592.0136724,283.4875451
sgRNA_3875,HNRNPM,118.2043502,152.0522622,191.7495305,142.220639,87.95218319,227.3555902,273.7692608,93.84415286
sgRNA_4439,PAPSS1,195.8132669,223.699925,286.5470512,284.4412779,129.9591961,275.0649239,255.9792006,93.84415286
sgRNA_2865,PAK1,92.53370845,144.8874959,123.5240421,271.0782649,88.82732929,160.2091205,292.5476578,44.96698991
sgRNA_2141,EPHA1,118.8013418,274.6493741,252.7933885,186.1276819,106.7678244,185.5362977,101.7986782,78.20346072
sgRNA_5208,NEK6,639.9750675,1131.236987,986.0378477,998.4079756,480.0176366,951.8306573,991.3016918,932.576269
sgRNA_5391,SAMD9,186.8583919,245.1942238,176.6681067,330.2573227,153.5881408,254.4497797,235.2241302,44.96698991
sgRNA_5345,H2AFZ,168.3516502,324.0066529,626.95633,186.1276819,169.7783437,288.6120186,951.7682245,95.79923938
sgRNA_5394,CUL4A,117.6073585,190.264349,177.3862698,376.0733675,138.273084,208.5074583,105.7520249,109.484845
sgRNA_4766,SETD5,202.3801753,302.5123541,502.7141249,356.9833488,130.3967691,309.8161669,208.5390398,242.4307282
sgRNA_352,TNKS2,68.65404175,175.1387313,170.9228024,291.1227845,94.51577895,216.753516,223.3640901,48.87716295
sgRNA_922,BRWD3,282.3770587,450.5841906,226.9395192,441.9339318,221.8495367,472.970308,308.3610447,254.1612473
sgRNA_5470,TDRD10,167.7546585,200.6134559,161.586683,280.6232742,114.2065662,256.8057962,233.2474569,136.8560563
sgRNA_1711,RNF20,165.3666919,157.6248582,148.6597483,192.8091884,124.7083194,169.6331864,230.2824468,62.56276857
sgRNA_4603,EPHA6,335.5093171,511.8827465,382.7808979,508.7489971,167.1529054,475.9153286,511.9584011,234.6103821
sgRNA_139,MATR3,65.66908342,136.9266445,165.1774982,119.3126166,72.63712642,122.5128569,212.4923866,107.5297585
sgRNA_4412,RCOR3,121.7863002,124.1892822,207.5491173,265.3512593,99.32908251,197.9053842,360.7428888,107.5297585
sgRNA_3039,YTHDC2,226.8568336,433.0703174,435.9249625,495.3859841,155.776006,480.6273616,482.3083007,357.7808328
sgRNA_3175,MED30,139.0990585,69.25940738,181.695248,354.119846,109.3932627,162.565137,74.12525113,203.3289979
sgRNA_5292,TRIM33,199.3952169,205.3899667,213.2944215,178.4916744,77.01285692,204.9734336,192.7256529,156.4069214
sgRNA_68,RBM25,122.3832918,226.0881804,236.2756387,314.0308069,105.4551052,191.4263389,231.2707835,99.70941241
sgRNA_4660,ZBTB33,247.1545503,453.7685311,332.5094854,406.6173973,207.409626,513.6115923,430.9147932,174.0027001
sgRNA_5288,RPS6KA5,205.9621253,319.2301421,410.7892563,294.9407882,121.207735,332.7873276,203.5973564,185.7332192
sgRNA_5197,HNRNPA0,454.3106589,565.2204511,628.3926561,614.6986007,249.4166389,629.6454039,653.2905466,606.0768205
sgRNA_1214,ACO1,203.5741586,304.9006095,374.1629415,333.1208255,133.8973535,213.2194913,226.3291001,146.6314888
sgRNA_4729,CBX6,365.3589005,737.1748418,740.4260896,827.5523087,315.0525965,690.3128282,815.3777624,265.8917664
sgRNA_1535,PTBP1,265.661292,515.0670871,654.2465253,280.6232742,213.0980757,457.6562009,370.6262556,486.816543
sgRNA_412,RAP1A,116.4133751,155.2366028,94.79752069,226.2167211,105.8926783,217.9315243,241.1541503,105.574672
sgRNA_2781,JARID2,419.0881505,547.7065779,498.4051466,451.4789412,286.1727752,657.9176016,490.2149941,361.6910058
sgRNA_5001,CECR2,361.1799588,505.5140654,294.4468446,493.4769822,196.9078728,453.5331721,487.2499841,269.8019395
sgRNA_1494,EPHB3,195.8132669,252.3589901,231.2484974,223.3532183,146.1493989,246.7927261,247.0841704,82.11363375
sgRNA_1071,LARP4,197.0072503,233.2529467,249.2025733,266.3057602,159.2765905,283.3109815,366.6729089,89.93397982
sgRNA_4252,TRIM24,88.35476678,117.8206011,152.9687266,142.220639,99.32908251,117.2118198,72.14857777,13.68560563
sgRNA_5152,NonTargetingControlGuideForHuman_0785,314.6146087,539.7457265,486.196375,488.7044775,188.5939849,518.3236253,497.1333509,428.1639474
sgRNA_1551,NAP1L4,183.8734336,312.0653758,196.0585087,152.7201492,123.3956003,277.4209403,440.79816,207.2391709
sgRNA_5415,ATF2,102.0855751,101.1028131,313.1190835,78.26907648,87.51461014,187.8923142,227.3174368,37.14664384
sgRNA_2258,SIRT4,343.2702088,549.2987482,558.0126786,419.9804104,258.605673,570.7449919,476.3782806,606.0768205
sgRNA_3540,SETD1B,525.949659,726.8257349,1020.509673,709.194193,350.9335867,808.7026562,841.0745161,455.5351587
sgRNA_4658,MTHFSD,194.6192836,208.5743073,244.8935951,290.1682835,104.5799591,252.0937632,213.4807233,109.484845
sgRNA_3376,L3MBTL1,388.6415755,538.9496414,580.9938957,522.1120102,278.7340333,602.5512144,488.2383208,498.5470621
sgRNA_3437,KDM4A,248.9455253,448.9920203,608.2840911,547.8835354,229.2882786,448.8211391,360.7428888,254.1612473
sgRNA_4762,BRMS1,301.4807921,495.9610437,476.1420925,355.074347,254.2299425,418.781929,541.6085016,330.4096215
sgRNA_1166,MCTS1,211.9320419,248.3785644,572.3759393,356.9833488,158.8390174,306.2821422,277.7226076,82.11363375
sgRNA_323,RNPC3,278.198117,388.4895495,480.4510708,369.391861,229.7258516,374.017616,433.8798033,256.1163338
sgRNA_5181,MED18,382.6716588,824.7442075,617.6202105,881.9588618,282.2346177,624.3443668,719.5091043,793.7651263
sgRNA_1018,PABPC1,157.0088085,200.6134559,298.0376597,272.9872668,88.82732929,214.3974995,153.1921857,54.7424225
sgRNA_1150,UNK,210.1410669,279.425885,255.6660406,281.5777752,120.770162,275.653928,310.3377181,140.7662293
sgRNA_1062,MED9,337.8972838,350.2774626,395.7078326,1620.742584,192.5321423,455.8891886,303.4193613,1126.129834
sgRNA_5565,METTL3,450.1317172,866.93672,688.000188,793.1902751,322.0537653,812.8256851,1080.251993,934.5313555
sgRNA_1275,BRCA2,492.5181256,683.8371373,838.8144255,522.1120102,313.3023043,691.4908364,922.118124,504.4123216
sgRNA_1423,THUMPD2,348.0461421,526.2122791,619.0565366,544.0655316,257.7305269,615.509305,602.8853759,303.0384103
