"","x"
"10272","Cep41"
"10273","Gm13782"
"10274","Mest"
"10275","Gm44296"
"10276","Copg2"
"10277","4930412F09Rik"
"10278","Tsga13"
"10279","Klf14"
"10280","Gm27019"
"10281","Gm13834"
"10282","Lncpint"
"10283","Gm13833"
"10284","Gm14532"
"10285","Mkln1os"
"10286","Gm13844"
"10287","Mkln1"
"10288","Podxl"
"10289","Gm6117"
"10290","Gm43154"
"10291","Gm13846"
"10292","Gm13848"
"10293","Gm43293"
"10294","Gm13849"
"10295","1700012A03Rik"
"10296","Gm13850"
"10297","Plxna4"
"10298","Plxna4os3"
"10299","Plxna4os2"
"10300","Plxna4os1"
"10301","BC049739"
"10302","Chchd3"
"10303","Gm14540"
"10304","Exoc4"
"10305","Gm13853"
"10306","Lrguk"
"10307","Gm13856"
"10308","Slc35b4"
"10309","Gm13855"
"10310","Gm14546"
"10311","Akr1b3"
"10312","Akr1b8"
"10313","Akr1b10"
"10314","Akr1b7"
"10315","Bpgm"
"10316","Gm13860"
"10317","Cald1"
"10318","Gm13861"
"10319","Npn2"
"10320","Gm14547"
"10321","Agbl3"
"10322","Tmem140"
"10323","3110062M04Rik"
"10324","Wdr91"
"10325","Stra8"
"10326","2010107G12Rik"
"10327","Cnot4"
"10328","Nup205"
"10329","1810058I24Rik"
"10330","Slc13a4"
"10331","Fam180a"
"10332","1700065J11Rik"
"10333","Mtpn"
"10334","Gm42931"
"10335","9330158H04Rik"
"10336","Chrm2"
"10337","Ptn"
"10338","Dgki"
"10339","1700111E14Rik"
"10340","Creb3l2"
"10341","Akr1d1"
"10342","Trim24"
"10343","Svopl"
"10344","Atp6v0a4"
"10345","Tmem213"
"10346","D630045J12Rik"
"10347","Zc3hav1l"
"10348","Zc3hav1"
"10349","Ttc26"
"10350","Ubn2"
"10351","1110001J03Rik"
"10352","Luc7l2"
"10353","Gm26699"
"10354","Klrg2"
"10355","Clec2l"
"10356","Hipk2"
"10357","Tbxas1"
"10358","Gm42962"
"10359","1700025N23Rik"
"10360","Parp12"
"10361","4930599N23Rik"
"10362","Kdm7a"
"10363","Gm43479"
"10364","Slc37a3"
"10365","Rab19"
"10366","Mkrn1"
"10367","Gm10244"
"10368","Dennd2a"
"10369","Adck2"
"10370","Gm16272"
"10371","Gm42420"
"10372","Ndufb2"
"10373","Braf"
"10374","Mrps33"
"10375","Gm26833"
"10376","Tmem178b"
"10377","Gm26807"
"10378","Agk"
"10379","E330009J07Rik"
"10380","Wee2"
"10381","Ssbp1"
"10382","Tas2r137"
"10383","Tas2r108"
"10384","Prss37"
"10385","Olfr461"
"10386","Olfr460"
"10387","Clec5a"
"10388","Tas2r138"
"10389","Mgam"
"10390","Moxd2"
"10391","Prss58"
"10392","1700074P13Rik"
"10393","Gm4744"
"10394","Gm29588"
"10395","1810009J06Rik"
"10396","Gm2663"
"10397","2210010C04Rik"
"10398","5830405F06Rik"
"10399","Try4"
"10400","Try5"
"10401","Try10"
"10402","Prss3"
"10403","Gm5771"
"10404","Gm10334"
"10405","Prss1"
"10406","Prss2"
"10407","Ephb6"
"10408","Trpv6"
"10409","Trpv5"
"10410","1700034O15Rik"
"10411","Kel"
"10412","Olfr459"
"10413","Pip"
"10414","Sval2"
"10415","Sval1"
"10416","Sval3"
"10417","Sva"
"10418","Tas2r139"
"10419","Tas2r144"
"10420","Gstk1"
"10421","Tmem139"
"10422","Casp2"
"10423","Clcn1"
"10424","Fam131b"
"10425","Gm44284"
"10426","Zyx"
"10427","Epha1"
"10428","2010310C07Rik"
"10429","Tas2r143"
"10430","Tas2r135"
"10431","Tas2r126"
"10432","Olfr458"
"10433","Olfr457"
"10434","Olfr456"
"10435","Olfr455"
"10436","Tcaf3"
"10437","Tcaf2"
"10438","Tcaf1"
"10439","Olfr453"
"10440","Olfr38"
"10441","Olfr452"
"10442","Olfr450"
"10443","Olfr449"
"10444","Olfr448"
"10445","Olfr447"
"10446","Olfr446"
"10447","Olfr444"
"10448","Olfr441"
"10449","Olfr237-ps1"
"10450","Olfr437"
"10451","Olfr13"
"10452","Olfr435"
"10453","Olfr434"
"10454","Olfr47"
"10455","Gm19902"
"10456","Arhgef5"
"10457","Nobox"
"10458","Tpk1"
"10459","9430018G01Rik"
"10460","Gm35216"
"10461","Cntnap2"
"10462","Cul1"
"10463","Ezh2"
"10464","Gm26625"
"10465","Pdia4"
"10466","Zfp786"
"10467","Zfp398"
"10468","Zfp282"
"10469","Zfp212"
"10470","Zfp956"
"10471","Zfp777"
"10472","Zfp746"
"10473","Gm16630"
"10474","RP23-205F19.4"
"10475","Krba1"
"10476","Zfp467"
"10477","Sspo"
"10478","1700026J14Rik"
"10479","Atp6v0e2"
"10480","Lrrc61"
"10481","Rarres2"
"10482","Gm5111"
"10483","RP24-124B23.17"
"10484","Repin1"
"10485","RP24-124B23.14"
"10486","Zfp775"
"10487","Gm44119"
"10488","AI854703"
"10489","Gimap8"
"10490","Gimap9"
"10491","Gimap4"
"10492","Gimap6"
"10493","Gm28053"
"10494","Gimap7"
"10495","Gimap1"
"10496","Gimap5"
"10497","Gm44226"
"10498","4833403J16Rik"
"10499","Gimap3"
"10500","Gm44019"
"10501","Tmem176b"
"10502","Tmem176a"
"10503","Gm7932"
"10504","Aoc1"
"10505","1600015I10Rik"
"10506","Doxl2"
"10507","4930563H07Rik"
"10508","Svs1"
"10509","Gpnmb"
"10510","Malsu1"
"10511","Igf2bp3"
"10512","Tra2a"
"10513","Ccdc126"
"10514","Fam221a"
"10515","Stk31"
"10516","Npy"
"10517","Gm3455"
"10518","Mpp6"
"10519","Dfna5"
"10520","Osbpl3"
"10521","Cycs"
"10522","5430402O13Rik"
"10523","4921507P07Rik"
"10524","Npvf"
"10525","C530044C16Rik"
"10526","Gm44109"
"10527","G930045G22Rik"
"10528","Gm44447"
"10529","Gm6559"
"10530","Gm26677"
"10531","0610033M10Rik"
"10532","Nfe2l3"
"10533","Hnrnpa2b1"
"10534","Cbx3"
"10535","Snx10"
"10536","Gm44191"
"10537","Skap2"
"10538","Gm44077"
"10539","Halr1"
"10540","Hoxa1"
"10541","Hotairm1"
"10542","Hoxa2"
"10543","Gm28308"
"10544","Hoxa3"
"10545","Gm15050"
"10546","Hoxaas3"
"10547","5730596B20Rik"
"10548","Gm29430"
"10549","Hoxa4"
"10550","Hoxa5"
"10551","Hoxa6"
"10552","Hoxa7"
"10553","Hoxa9"
"10554","Hoxa10"
"10555","Hoxa11"
"10556","Hoxa13"
"10557","Hottip"
"10558","Evx1os"
"10559","Evx1"
"10560","1700094M24Rik"
"10561","Gm44028"
"10562","Hibadh"
"10563","Tax1bp1"
"10564","Jazf1"
"10565","Gm4872"
"10566","Creb5"
"10567","Tril"
"10568","Gm43938"
"10569","Gm16499"
"10570","Cpvl"
"10571","Chn2"
"10572","9530036M11Rik"
"10573","Prr15"
"10574","Wipf3"
"10575","Gm44026"
"10576","Scrn1"
"10577","Fkbp14"
"10578","Plekha8"
"10579","Gm28402"
"10580","Mturn"
"10581","Znrf2"
"10582","Nod1"
"10583","Ggct"
"10584","Gars"
"10585","Crhr2"
"10586","Gm43995"
"10587","Inmt"
"10588","Fam188b"
"10589","Gm44073"
"10590","Aqp1"
"10591","Ghrhr"
"10592","6430584L05Rik"
"10593","Adcyap1r1"
"10594","Neurod6"
"10595","Gm3279"
"10596","Ccdc129"
"10597","Ppp1r17"
"10598","Pde1c"
"10599","Gm8239"
"10600","Lsm5"
"10601","Avl9"
"10602","Kbtbd2"
"10603","Fkbp9"
"10604","Nt5c3"
"10605","Vmn1r4"
"10606","Vmn1r5"
"10607","Vmn1r6"
"10608","Vmn1r7"
"10609","Vmn1r8"
"10610","Vmn1r9"
"10611","Vmn1r10"
"10612","Vmn1r11"
"10613","Vmn1r12"
"10614","Vmn1r13"
"10615","Vmn1r14"
"10616","Vmn1r15"
"10617","Vmn1r16"
"10618","Vmn1r17"
"10619","Vmn1r18"
"10620","Vmn1r19"
"10621","Vmn1r20"
"10622","4930533I22Rik"
"10623","Ppm1k"
"10624","Herc6"
"10625","Pyurf"
"10626","Lancl2"
"10627","Vopp1"
"10628","Vmn1r21"
"10629","Vmn1r22"
"10630","Vmn1r23"
"10631","Vmn1r24"
"10632","Vmn1r25"
"10633","Vmn1r26"
"10634","Gm43994"
"10635","Vmn1r27"
"10636","Vmn1r28"
"10637","Vmn1r29"
"10638","Vmn1r30"
"10639","Gm44042"
"10640","Vmn1r31"
"10641","Abcg2"
"10642","Herc3"
"10643","Nap1l5"
"10644","Fam13a"
"10645","RP24-492L15.6"
"10646","BB365896"
"10647","Tigd2"
"10648","Gprin3"
"10649","Gm5570"
"10650","Gm44410"
"10651","Gm35386"
"10652","Snca"
"10653","Mmrn1"
"10654","Gm43893"
"10655","Gm43894"
"10656","Ccser1"
"10657","Grid2"
"10658","Gm44071"
"10659","Gm44072"
"10660","Atoh1"
"10661","Smarcad1"
"10662","Hpgds"
"10663","C130060K24Rik"
"10664","Tnip3"
"10665","Ndnf"
"10666","Gm16838"
"10667","Prdm5"
"10668","4930544G11Rik"
"10669","Gm44029"
"10670","Mad2l1"
"10671","Vmn1r32"
"10672","Vmn1r33"
"10673","Vmn1r34"
"10674","Vmn1r35"
"10675","Vmn1r36"
"10676","Vmn1r37"
"10677","Vmn1r38"
"10678","Vmn1r39"
"10679","Gng12"
"10680","Gm43956"
"10681","Gadd45a"
"10682","Gm44051"
"10683","Serbp1"
"10684","Il12rb2"
"10685","Il23r"
"10686","Gm42889"
"10687","Tacstd2"
"10688","Rprl1"
"10689","Gm43291"
"10690","Rpia"
"10691","Eif2ak3"
"10692","Tex37"
"10693","Foxi3"
"10694","Thnsl2"
"10695","Gm44427"
"10696","Fabp1"
"10697","Smyd1"
"10698","Krcc1"
"10699","Gm1070"
"10700","Cd8b1"
"10701","Gm44110"
"10702","Gm44174"
"10703","Gm44175"
"10704","Cd8a"
"10705","Rmnd5a"
"10706","Gm44172"
"10707","Rnf103"
"10708","Gm44195"
"10709","Chmp3"
"10710","Kdm3a"
"10711","Reep1"
"10712","Mrpl35"
"10713","Immt"
"10714","Ptcd3"
"10715","Polr1a"
"10716","Gm26628"
"10717","RP23-276L17.2"
"10718","St3gal5"
"10719","RP24-416M6.4"
"10720","RP24-416M6.5"
"10721","Atoh8"
"10722","Sftpb"
"10723","Usp39"
"10724","RP23-60P18.10"
"10725","0610030E20Rik"
"10726","Tmem150a"
"10727","Rnf181"
"10728","Vamp5"
"10729","Vamp8"
"10730","Ggcx"
"10731","Mat2a"
"10732","Sh2d6"
"10733","Capg"
"10734","Elmod3"
"10735","Retsat"
"10736","Tgoln1"
"10737","Tcf7l1"
"10738","Gm15401"
"10739","Gm15402"
"10740","Kcmf1"
"10741","Gm26640"
"10742","Tmsb10"
"10743","Gm44031"
"10744","Dnah6"
"10745","Suclg1"
"10746","1700065L07Rik"
"10747","4931417E11Rik"
"10748","Gm31747"
"10749","Gm44113"
"10750","Gm9008"
"10751","Gm44166"
"10752","Ctnna2"
"10753","Lrrtm1"
"10754","Reg3b"
"10755","Reg3d"
"10756","Reg3a"
"10757","Reg2"
"10758","Reg1"
"10759","Reg3g"
"10760","Gm29005"
"10761","Gm20362"
"10762","Gm44271"
"10763","Gm20594"
"10764","Gm4409"
"10765","Lrrtm4"
"10766","Gm43902"
"10767","1700009C05Rik"
"10768","Gcfc2"
"10769","Mrpl19"
"10770","Gm20383"
"10771","Gm44202"
"10772","Eva1a"
"10773","Gm15864"
"10774","Tacr1"
"10775","Pole4"
"10776","Gm44145"
"10777","Hk2"
"10778","Gm17034"
"10779","RP23-81F19.2"
"10780","Gm43878"
"10781","2310069B03Rik"
"10782","RP23-238I17.9"
"10783","Sema4f"
"10784","M1ap"
"10785","Dok1"
"10786","Loxl3"
"10787","Htra2"
"10788","Aup1"
"10789","Dqx1"
"10790","Tlx2"
"10791","Pcgf1"
"10792","Lbx2"
"10793","Ccdc142"
"10794","Ccdc142.1"
"10795","Ccdc142os"
"10796","Mrpl53"
"10797","Mogs"
"10798","Wbp1"
"10799","Ino80b"
"10800","Gm44287"
"10801","Rtkn"
"10802","Wdr54"
"10803","1700003E16Rik"
"10804","Dctn1"
"10805","Gm15624"
"10806","Slc4a5"
"10807","Mthfd2"
"10808","Mob1a"
"10809","Bola3"
"10810","Tet3"
"10811","Dguok"
"10812","Actg2"
"10813","Stambp"
"10814","RP23-361O12.3"
"10815","Clec4f"
"10816","Cd207"
"10817","Vax2os"
"10818","Vax2"
"10819","Atp6v1b1"
"10820","1700124L16Rik"
"10821","Ankrd53"
"10822","Tex261"
"10823","Nagk"
"10824","Paip2b"
"10825","Zfp638"
"10826","Dysf"
"10827","Gm43918"
"10828","Gm15475"
"10829","Gm44127"
"10830","Gm10445"
"10831","4930504D19Rik"
"10832","Cyp26b1"
"10833","Exoc6b"
"10834","Gm44012"
"10835","Gm5878"
"10836","Spr"
"10837","Emx1"
"10838","Sfxn5"
"10839","Rab11fip5"
"10840","Noto"
"10841","Smyd5"
"10842","Pradc1"
"10843","Cct7"
"10844","Fbxo41"
"10845","Egr4"
"10846","Alms1"
"10847","Gm4477"
"10848","Cml3"
"10849","Gm11128"
"10850","Cml5"
"10851","Nat8"
"10852","Cml2"
"10853","1700019G17Rik"
"10854","Cml1"
"10855","Tprkb"
"10856","Dusp11"
"10857","Gm19265"
"10858","4930553P18Rik"
"10859","Figla"
"10860","Add2"
"10861","Gm44089"
"10862","Tgfa"
"10863","Fam136a"
"10864","Snrpg"
"10865","Gm19273"
"10866","Pcyox1"
"10867","Tia1"
"10868","RP23-281H4.10"
"10869","C87436"
"10870","A430078I02Rik"
"10871","2310040G24Rik"
"10872","Gm43936"
"10873","Gm44386"
"10874","Pcbp1"
"10875","1600020E01Rik"
"10876","Asprv1"
"10877","Mxd1"
"10878","Snrnp27"
"10879","Gm44214"
"10880","Gmcl1"
"10881","Gm44036"
"10882","Anxa4"
"10883","Aak1"
"10884","Nfu1"
"10885","Gfpt1"
"10886","D6Ertd527e"
"10887","Antxr1"
"10888","Gm44418"
"10889","Gkn1"
"10890","Gkn2"
"10891","Gkn3"
"10892","Bmp10"
"10893","Arhgap25"
"10894","Prokr1"
"10895","Gm44201"
"10896","Aplf"
"10897","Gm44097"
"10898","1810020O05Rik"
"10899","Gm44210"
"10900","Efcc1"
"10901","Gm43904"
"10902","Gp9"
"10903","Rab43"
"10904","RP23-4F16.12"
"10905","Isy1"
"10906","Cnbp"
"10907","Copg1"
"10908","Gm26636"
"10909","Hmces"
"10910","H1fx"
"10911","Gm5577"
"10912","Rab7"
"10913","Rpn1"
"10914","Gm44246"
"10915","Gata2"
"10916","Dnajb8"
"10917","1700031F10Rik"
"10918","Eefsec"
"10919","Gm44264"
"10920","Ruvbl1"
"10921","Sec61a1"
"10922","Gm44170"
"10923","Kbtbd12"
"10924","Gm26588"
"10925","Mgll"
"10926","Abtb1"
"10927","Podxl2"
"10928","Gm15612"
"10929","Mcm2"
"10930","Tpra1"
"10931","4933427D06Rik"
"10932","Gm1965"
"10933","Gm6507"
"10934","Gm839"
"10935","Gm44204"
"10936","Gm44205"
"10937","Gm26811"
"10938","Plxna1"
"10939","Chchd6"
"10940","Txnrd3"
"10941","Vmn1r40"
"10942","Vmn1r41"
"10943","Vmn1r42"
"10944","Vmn1r43"
"10945","Vmn1r44"
"10946","Vmn1r45"
"10947","Vmn1r46"
"10948","Vmn1r47"
"10949","Vmn1r48"
"10950","Vmn1r49"
"10951","Vmn1r50"
"10952","Vmn1r51"
"10953","Vmn1r52"
"10954","V1ra8"
"10955","Vmn1r53"
"10956","Vmn1r54"
"10957","BC048671"
"10958","Chst13"
"10959","Uroc1"
"10960","Zxdc"
"10961","Cfap100"
"10962","Gm44117"
"10963","Klf15"
"10964","Gm44421"
"10965","RP24-457L7.3"
"10966","Aldh1l1"
"10967","Gm15756"
"10968","Slc41a3"
"10969","Iqsec1"
"10970","Gm44123"
"10971","Nup210"
"10972","Gm44278"
"10973","Hdac11"
"10974","Gm14573"
"10975","Fbln2"
"10976","Wnt7a"
"10977","4930471M09Rik"
"10978","1810044D09Rik"
"10979","Chchd4"
"10980","Tmem43"
"10981","Xpc"
"10982","Lsm3"
"10983","RP23-292C5.4"
"10984","Slc6a6"
"10985","Grip2"
"10986","Ccdc174"
"10987","4930590J08Rik"
"10988","Fgd5"
"10989","4930466I24Rik"
"10990","Nr2c2"
"10991","Mrps25"
"10992","Rbsn"
"10993","Trh"
"10994","Prickle2"
"10995","Adamts9"
"10996","A730049H05Rik"
"10997","Gm15737"
"10998","9530026P05Rik"
"10999","Magi1"
"11000","Slc25a26"
"11001","Lrig1"
"11002","4930511E03Rik"
"11003","Kbtbd8os"
"11004","Kbtbd8"
"11005","Gm10234"
"11006","Suclg2"
"11007","Fam19a1"
"11008","1700123L14Rik"
"11009","Fam19a4"
"11010","Eogt"
"11011","Tmf1"
"11012","Uba3"
"11013","Arl6ip5"
"11014","Lmod3"
"11015","Frmd4b"
"11016","Mitf"
"11017","Gm32592"
"11018","Gm765"
"11019","Gm44196"
"11020","Gm44197"
"11021","Foxp1"
"11022","Gm20696"
"11023","Eif4e3"
"11024","Gpr27"
"11025","Prok2"
"11026","Gm26748"
"11027","Gm43067"
"11028","Gm44442"
"11029","Gm44290"
"11030","Rybp"
"11031","Gm44107"
"11032","1700049E22Rik"
"11033","Shq1"
"11034","Gxylt2"
"11035","Ppp4r2"
"11036","Gm43950"
"11037","Gm43948"
"11038","Pdzrn3"
"11039","Gm26911"
"11040","Gm44169"
"11041","Gm9871"
"11042","Gm44176"
"11043","Cntn3"
"11044","Gm44188"
"11045","Chl1"
"11046","Cntn6"
"11047","Gm19757"
"11048","Gm15631"
"11049","Cntn4"
"11050","Il5ra"
"11051","Trnt1"
"11052","Crbn"
"11053","Gm44398"
"11054","Lrrn1"
"11055","4933431M02Rik"
"11056","Setmar"
"11057","Sumf1"
"11058","Itpr1"
"11059","Gm44040"
"11060","0610040F04Rik"
"11061","Bhlhe40"
"11062","Arl8b"
"11063","Edem1"
"11064","Gm20387"
"11065","Grm7"
"11066","1700054K19Rik"
"11067","Lmcd1"
"11068","5031434C07Rik"
"11069","Ssu2"
"11070","Cav3"
"11071","Oxtr"
"11072","Rad18"
"11073","Gm26799"
"11074","Srgap3"
"11075","Gm44081"
"11076","Thumpd3"
"11077","Gt(ROSA)26Sor"
"11078","Setd5"
"11079","Lhfpl4"
"11080","Mtmr14"
"11081","Gm16161"
"11082","Cpne9"
"11083","Brpf1"
"11084","Gm15492"
"11085","Ogg1"
"11086","Camk1"
"11087","Tada3"
"11088","Arpc4"
"11089","Ttll3"
"11090","Rpusd3"
"11091","Cidec"
"11092","Jagn1"
"11093","Il17re"
"11094","Il17rc"
"11095","Creld1"
"11096","Prrt3"
"11097","Emc3"
"11098","Fancd2"
"11099","Fancd2os"
"11100","Brk1"
"11101","Gm44199"
"11102","Vhl"
"11103","1700015O11Rik"
"11104","Irak2"
"11105","Gm43964"
"11106","Tatdn2"
"11107","Gm26982"
"11108","Ghrl"
"11109","Gm44053"
"11110","Sec13"
"11111","Atp2b2"
"11112","Gm15082"
"11113","Gm15083"
"11114","Slc6a11"
"11115","Slc6a1"
"11116","Hrh1"
"11117","Atg7"
"11118","Vgll4"
"11119","Tamm41"
"11120","Syn2"
"11121","Gm17482"
"11122","Timp4"
"11123","Pparg"
"11124","Gm44079"
"11125","Gm44082"
"11126","Tsen2"
"11127","Mkrn2os"
"11128","Mkrn2"
"11129","Raf1"
"11130","Tmem40"
"11131","Cand2"
"11132","Rpl32"
"11133","Efcab12"
"11134","Gm44206"
"11135","Mbd4"
"11136","Ift122"
"11137","Rho"
"11138","H1foo"
"11139","Plxnd1"
"11140","Tmcc1"
"11141","Gm20404"
"11142","Fam21"
"11143","Zfand4"
"11144","Zfand4.1"
"11145","March8"
"11146","Alox5"
"11147","Olfr211"
"11148","Olfr212"
"11149","Olfr213"
"11150","Gm5580"
"11151","Olfr214"
"11152","Olfr215"
"11153","Zfp422"
"11154","Rassf4"
"11155","8430408G22Rik"
"11156","Tmem72"
"11157","D030044L04Rik"
"11158","Cxcl12"
"11159","Gm4640"
"11160","Gm43983"
"11161","Gm9946"
"11162","Gm30304"
"11163","1700030F04Rik"
"11164","Zfp637"
"11165","Zfp239"
"11166","Gm29509"
"11167","Hnrnpf"
"11168","Fxyd4"
"11169","Rasgef1a"
"11170","Csgalnact2"
"11171","Ret"
"11172","1700069P05Rik"
"11173","Gm30557"
"11174","Gm30498"
"11175","Bms1"
"11176","Zfp248"
"11177","Zfp9"
"11178","Ankrd26"
"11179","Cacna1c"
"11180","Dcp1b"
"11181","Cacna2d4"
"11182","Lrtm2"
"11183","Adipor2"
"11184","Wnt5b"
"11185","Fbxl14"
"11186","Erc1"
"11187","Gm44317"
"11188","4930540M05Rik"
"11189","Rad52"
"11190","Wnk1"
"11191","Ninj2"
"11192","B4galnt3"
"11193","D330020A13Rik"
"11194","Ccdc77"
"11195","Kdm5a"
"11196","Il17ra"
"11197","Cecr6"
"11198","Cecr5"
"11199","Gm20692"
"11200","1700072O05Rik"
"11201","Cecr2"
"11202","Slc25a18"
"11203","Atp6v1e1"
"11204","Bcl2l13"
"11205","Bid"
"11206","Mical3"
"11207","Gm43916"
"11208","Gm43915"
"11209","Pex26"
"11210","Tuba8"
"11211","Gm15856"
"11212","Usp18"
"11213","Gm44148"
"11214","Slc6a13"
"11215","Slc6a12"
"11216","Iqsec3"
"11217","A2m"
"11218","Gm7298"
"11219","Mug1"
"11220","Mug2"
"11221","Klrg1"
"11222","M6pr"
"11223","Phc1"
"11224","1700063H04Rik"
"11225","Rimklb"
"11226","Mfap5"
"11227","Aicda"
"11228","Apobec1"
"11229","Gdf3"
"11230","Dppa3"
"11231","Nanog"
"11232","Slc2a3"
"11233","Gm26826"
"11234","Foxj2"
"11235","C3ar1"
"11236","Necap1"
"11237","Clec4a1"
"11238","Clec4a3"
"11239","Clec4a4"
"11240","Clec4b1"
"11241","Clec4a2"
"11242","Clec4b2"
"11243","Clec4n"
"11244","Clec4d"
"11245","Clec4e"
"11246","Vmn2r19"
"11247","Vmn2r20"
"11248","Vmn2r21"
"11249","Vmn2r22"
"11250","Vmn2r23"
"11251","Vmn2r24"
"11252","Vmn2r25"
"11253","Vmn2r26"
"11254","Vmn2r27"
"11255","Gm43971"
"11256","Cd163"
"11257","1700013D24Rik"
"11258","1700027F06Rik"
"11259","Gm44006"
"11260","Pex5"
"11261","Clstn3"
"11262","Gm44096"
"11263","C1rl"
"11264","C1ra"
"11265","C1s1"
"11266","Gm16567"
"11267","C1rb"
"11268","C1s2"
"11269","C1s2.1"
"11270","Lpcat3"
"11271","Emg1"
"11272","Phb2"
"11273","Gm15884"
"11274","Ptpn6"
"11275","Gm20531"
"11276","Grcc10"
"11277","Atn1"
"11278","Atn1.1"
"11279","Eno2"
"11280","Lrrc23"
"11281","Spsb2"
"11282","Tpi1"
"11283","Usp5"
"11284","Cdca3"
"11285","Gnb3"
"11286","P3h3"
"11287","Gpr162"
"11288","Cd4"
"11289","Lag3"
"11290","Ptms"
"11291","A230083G16Rik"
"11292","Mlf2"
"11293","Cops7a"
"11294","Pianp"
"11295","Zfp384"
"11296","Gm43989"
"11297","Ing4"
"11298","Acrbp"
"11299","Lpar5"
"11300","Chd4"
"11301","Nop2"
"11302","Iffo1"
"11303","Gapdh"
"11304","Ncapd2"
"11305","Mrpl51"
"11306","Vamp1"
"11307","Tapbpl"
"11308","Cd27"
"11309","Tuba3a"
"11310","Ltbr"
"11311","Scnn1a"
"11312","Tnfrsf1a"
"11313","Plekhg6"
"11314","Cd9"
"11315","Gm28809"
"11316","Vwf"
"11317","Ano2"
"11318","Ntf3"
"11319","Gm10415"
"11320","Gm29009"
"11321","Kcna5"
"11322","Kcna1"
"11323","Kcna6"
"11324","Gm26673"
"11325","Ndufa9"
"11326","Gm42574"
"11327","Akap3"
"11328","Dyrk4"
"11329","Rad51ap1"
"11330","D6Wsu163e"
"11331","Fgf6"
"11332","Fgf23"
"11333","Tigar"
"11334","Platr31"
"11335","Gm43126"
"11336","Ccnd2"
"11337","9330179D12Rik"
"11338","Gm43635"
"11339","Gm38404"
"11340","Parp11"
"11341","Cracr2a"
"11342","Gm43634"
"11343","Prmt8"
"11344","Gm42738"
"11345","Gm42810"
"11346","Tspan11"
"11347","Gm15870"
"11348","Tspan9"
"11349","9330102E08Rik"
"11350","Gm10010"
"11351","Tead4"
"11352","Tulp3"
"11353","Gm26770"
"11354","Rhno1"
"11355","Foxm1"
"11356","4933413G19Rik"
"11357","RP23-114E15.17"
"11358","Gm15862"
"11359","Nrip2"
"11360","Itfg2"
"11361","Fkbp4"
"11362","Gm10069"
"11363","Pzp"
"11364","BC048546"
"11365","Gm44009"
"11366","Klrb1a"
"11367","Clec2h"
"11368","Klrb1"
"11369","Klrb1c"
"11370","RP24-127M20.8"
"11371","Klrb1b"
"11372","Gm44066"
"11373","Gm44067"
"11374","Gm26656"
"11375","BC035044"
"11376","Clec2i"
"11377","Clec2g"
"11378","Gm15987"
"11379","Klrb1f"
"11380","Gm44000"
"11381","Clec2e"
"11382","Clec2d"
"11383","2310001H17Rik"
"11384","Cd69"
"11385","4922502D21Rik"
"11386","Clec12a"
"11387","Clec12b"
"11388","Clec1b"
"11389","Clec9a"
"11390","Clec1a"
"11391","Olr1"
"11392","Tmem52b"
"11393","Gabarapl1"
"11394","Klre1"
"11395","Klrd1"
"11396","Klrk1"
"11397","Klrc3"
"11398","Klrc2"
"11399","Klrc1"
"11400","Klri1"
"11401","Klri2"
"11402","Gm156"
"11403","Klra17"
"11404","Gm17631"
"11405","Klra5"
"11406","Klra6"
"11407","Klra4"
"11408","Klra8"
"11409","Klra9"
"11410","Klra7"
"11411","Klra10"
"11412","Klra3"
"11413","Klra1"
"11414","Klra2"
"11415","Magohb"
"11416","Styk1"
"11417","Ybx3"
"11418","5430401F13Rik"
"11419","Gm6619"
"11420","Tas2r130"
"11421","Tas2r107"
"11422","Tas2r106"
"11423","Tas2r104"
"11424","Tas2r105"
"11425","Tas2r114"
"11426","Gm43974"
"11427","Prb1"
"11428","Prpmp5"
"11429","Gm8882"
"11430","Prh1"
"11431","Prp2"
"11432","A630073D07Rik"
"11433","Tas2r120"
"11434","Tas2r121"
"11435","Tas2r122"
"11436","Tas2r115"
"11437","Tas2r124"
"11438","Tas2r102"
"11439","Tas2r136"
"11440","Tas2r117"
"11441","Tas2r123"
"11442","Tas2r116"
"11443","Tas2r110"
"11444","Tas2r113"
"11445","Tas2r125"
"11446","Tas2r129"
"11447","Tas2r131"
"11448","Tas2r109"
"11449","Tas2r103"
"11450","Tas2r140"
"11451","Smim10l1"
"11452","5530400C23Rik"
"11453","Kap"
"11454","Etv6"
"11455","Gm17088"
"11456","Gm17089"
"11457","Gm44293"
"11458","Bcl2l14"
"11459","Gm44448"
"11460","Lrp6"
"11461","Gm43949"
"11462","Mansc1"
"11463","Borcs5"
"11464","Dusp16"
"11465","Gm44025"
"11466","Crebl2"
"11467","Gpr19"
"11468","2810454H06Rik"
"11469","Cdkn1b"
"11470","Gm44238"
"11471","Lockd"
"11472","Apold1"
"11473","Ddx47"
"11474","Gprc5a"
"11475","Gprc5d"
"11476","Hebp1"
"11477","Gm19434"
"11478","Fam234b"
"11479","Gsg1"
"11480","Gm44276"
"11481","Pbp2"
"11482","Gm44275"
"11483","Emp1"
"11484","4930425L21Rik"
"11485","Grin2b"
"11486","Gm14329"
"11487","Gm14330"
"11488","Gm26653"
"11489","Gm8994"
"11490","E330021D16Rik"
"11491","Atf7ip"
"11492","Plbd1"
"11493","Gucy2c"
"11494","Hist4h4"
"11495","H2afj"
"11496","Wbp11"
"11497","BC049715"
"11498","Smco3"
